,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Kullanım Durumu,Takas,Cephe,Rent,Tapu Durumu,Yapı Tipi,Yapının Durumu,Aidat,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Site İçerisinde
85,Ankara,Yenimahalle,Çiğdemtepe,5116-873,13-04-2023,3 + 1,170 m2,13. Kat,8 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Güney, Doğu, Batı",2.299.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,250 TL,7.500 TL,Doğalgaz,Evet,
86,Ankara,Keçiören,Ovacık,5116-869,13-04-2023,3 + 1,170 m2,17. Kat,2 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",3.149.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,500 TL,10.000 TL,Doğalgaz,Evet,
87,Ankara,Pursaklar,Fatih,2545-7004,13-04-2023,4 + 1,185 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Batı",3.390.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
88,Ankara,Çankaya,Osman Temiz,3483-5936,13-04-2023,4 + 1,170 m2,2. Kat,24 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu",3.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,150 TL,15.000 TL,Doğalgaz,Evet,
89,Ankara,Pursaklar,Tevfik İleri,65431-11591,10-04-2023,4 + 1,210 m2,12. Kat,Sıfır Bina,Yerden Isıtma,14 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,,3.800.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
90,Ankara,Çankaya,Şehit Cevdet Özdemir,3483-5935,13-04-2023,2 + 1,95 m2,Kot 1,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Hayır,Doğu,1.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,7.500 TL,Doğalgaz,Evet,
91,Ankara,Pursaklar,Merkez,66650-488,13-04-2023,4 + 1,180 m2,En Üst Kat,Sıfır Bina,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",2.990.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
92,Ankara,Çankaya,Bahçelievler,133559-62,12-04-2023,2 + 1,80 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Hayır,Batı,2.550.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,10.000 TL,Doğalgaz,Evet,
93,Ankara,Çankaya,Şehit Cengiz Karaca,3483-5870,13-04-2023,3 + 1,120 m2,3. Kat,26 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Batı",2.925.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,150 TL,,Doğalgaz,Evet,
94,Ankara,Çankaya,Ata,22114-2394,13-04-2023,3 + 1,140 m2,4. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Batı",3.100.000 TL,Kat İrtifakı,Betonarme,İkinci El,100 TL,13.000 TL,Doğalgaz,Evet,
95,Ankara,Çankaya,İlkadım,22114-2398,13-04-2023,3 + 1,125 m2,Kot 1,28 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu",2.650.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,65 TL,9.000 TL,Doğalgaz,Evet,
96,Ankara,Pursaklar,Yunus Emre,5430-1587,13-04-2023,3 + 1,160 m2,1. Kat,9 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,,2.150.000 TL,,,İkinci El,,,,Evet,
97,Ankara,Çankaya,Birlik,39997-4455,12-04-2023,4 + 1,200 m2,4. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,2,Boş,Evet,"Kuzey, Güney, Batı",3.100.000 TL,Kat İrtifakı,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
98,Ankara,Çankaya,Kavaklıdere,39997-4512,12-04-2023,3 + 1,110 m2,Giriş Katı,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Boş,Hayır,"Kuzey, Güney, Batı",1.975.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
99,Ankara,Keçiören,Ovacık,119539-124,13-04-2023,5 + 1,230 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",5.800.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,15.000 TL,Doğalgaz,Evet,
100,Ankara,Keçiören,Ovacık,119539-123,13-04-2023,4 + 1,208 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",4.350.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,15.000 TL,Doğalgaz,Evet,
101,Ankara,Çankaya,Yukarı Bahçelievler,8970-1111,13-04-2023,2 + 1,115 m2,3. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,Hayır,"Doğu, Batı",2.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
102,Ankara,Çankaya,Aziziye,16814-6943,13-04-2023,2 + 1,70 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",4.000.000 TL,Kat İrtifakı,Betonarme,Sıfır,11 TL,25.000 TL,Doğalgaz,Evet,
103,Ankara,Çankaya,Aziziye,16814-6949,13-04-2023,2 + 1,70 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",3.750.000 TL,Kat İrtifakı,Betonarme,,11 TL,20.000 TL,Doğalgaz,Evet,
104,Ankara,Pursaklar,Mimar Sinan,65431-11287,13-04-2023,6 + 2,360 m2,,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,5,Boş,Hayır,,11.750.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
105,Ankara,Pursaklar,Yunus Emre,5430-1585,13-04-2023,3 + 1,140 m2,6. Kat,14 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,,1.695.000 TL,Kat Mülkiyeti,,İkinci El,,,,Evet,
106,Ankara,Polatlı,Cumhuriyet,77086-533,12-04-2023,3 + 1,140 m2,3. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Güney, Batı",850.000 TL,Kat Mülkiyeti,,,,,,,
107,Ankara,Pursaklar,Mimar Sinan,66315-1459,12-04-2023,4 + 1,190 m2,3. Kat,Sıfır Bina,Kombi,16 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,,2.650.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,8.000 TL,Doğalgaz,Evet,
108,Ankara,Sincan,Plevne,16407-10342,13-04-2023,2 + 1,100 m2,2. Kat,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,5.000 TL,,Evet,
109,Ankara,Çankaya,Yukarı Bahçelievler,2533-2446,13-04-2023,3 + 1,160 m2,2. Kat,37 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu, Batı",3.500.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,600 TL,10.000 TL,Doğalgaz,,
110,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,117736-85,13-04-2023,3 + 2,270 m2,,20 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",9.000.000 TL,Kat İrtifakı,Betonarme,İkinci El,1 TL,17.000 TL,Doğalgaz,Evet,
111,Ankara,Mamak,Derbent,121128-2000,13-04-2023,2 + 1,100 m2,21 ve üzeri,3 Yaşında,Kombi,23 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,Güney,998.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
112,Ankara,Çankaya,Şehit Cevdet Özdemir,16761-31449,13-04-2023,2 + 1,100 m2,Kot 1,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",1.525.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,7.500 TL,Doğalgaz,Evet,
113,Ankara,Çankaya,Keklik Pınarı,36856-580,13-04-2023,3 + 1,130 m2,10. Kat,18 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.480.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,800 TL,10.000 TL,Doğalgaz,Evet,
114,Ankara,Çankaya,Harbiye,36856-562,13-04-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,,"Doğu, Batı",2.450.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,600 TL,8.000 TL,Doğalgaz,Evet,
115,Ankara,Çankaya,Harbiye,36851-23340,13-04-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.450.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,1.000 TL,10.000 TL,Doğalgaz,Evet,
116,Ankara,Çankaya,Keklik Pınarı,36851-23339,13-04-2023,3 + 1,130 m2,10. Kat,18 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.480.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,800 TL,12.000 TL,Doğalgaz,Evet,
117,Ankara,Çankaya,Huzur,36851-23338,13-04-2023,3 + 1,135 m2,6. Kat,20 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",3.650.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,120 TL,13.000 TL,Doğalgaz,Evet,
118,Ankara,Çankaya,Cebeci,61156-5690,13-04-2023,5 + 1,236 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,,3.450.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,9.500 TL,Doğalgaz,Evet,
119,Ankara,Sincan,Fevzi Çakmak,133908-24,12-04-2023,3 + 1,130 m2,En Üst Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",1.500.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,4.000 TL,Doğalgaz,Evet,
120,Ankara,Etimesgut,Bağlıca,128212-110,12-04-2023,4 + 1,220 m2,,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",5.750.000 TL,Kat İrtifakı,Betonarme,İkinci El,200 TL,8.000 TL,Doğalgaz,Evet,
121,Ankara,Etimesgut,Alsancak,128212-124,12-04-2023,3 + 1,120 m2,En Üst Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Mülk Sahibi,Hayır,,1.590.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.000 TL,Doğalgaz,Evet,
122,Ankara,Etimesgut,Alsancak,128212-125,12-04-2023,2 + 1,90 m2,Yüksek Giriş,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,,Hayır,"Kuzey, Doğu",1.325.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,4.000 TL,Doğalgaz,Evet,
123,Ankara,Yenimahalle,Demetevler,48042-1206,12-04-2023,3 + 1,125 m2,5. Kat,23 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
124,Ankara,Etimesgut,Bağlıca,97798-1184,12-04-2023,4 + 1,240 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Güney, Doğu",6.600.000 TL,Kat Mülkiyeti,,,800 TL,,,,Evet (Site Adı Belirtilmemiş)
125,Ankara,Etimesgut,Bağlıca,97798-1180,12-04-2023,4 + 1,175 m2,Bahçe Katı,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",9.500.000 TL,Kat İrtifakı,,,,,,,Evet (Site Adı Belirtilmemiş)
126,Ankara,Sincan,Tandoğan,69365-3724,12-04-2023,3 + 1,140 m2,Yüksek Giriş,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",935.000 TL,Kat Mülkiyeti,,Betonarme,30 TL,5.000 TL,Doğalgaz,,
127,Ankara,Çankaya,Kocatepe,90864-776,10-04-2023,4 + 1,155 m2,6. Kat,40 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Güney, Doğu",3.175.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,300 TL,12.000 TL,Doğalgaz,Evet,
128,Ankara,Yenimahalle,Kayalar,136808-30,10-04-2023,5 + 2,240 m2,En Üst Kat,Sıfır Bina,Kombi,18 Katlı,Bilinmiyor,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",4.800.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,Baran life
129,Ankara,Çankaya,Aziziye,129560-65,13-04-2023,3 + 1,135 m2,3. Kat,32 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",3.475.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,1.200 TL,,Doğalgaz,Evet,
130,Ankara,Çankaya,Kırkkonaklar,119128-253,06-04-2023,3 + 1,165 m2,4. Kat,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,1,Boş,Evet,"Güney, Doğu, Batı",2.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,200 TL,7.000 TL,Doğalgaz,Evet,
131,Ankara,Etimesgut,Bağlıca,86972-1775,12-04-2023,4 + 1,190 m2,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Batı",4.050.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,14.000 TL,Doğalgaz,Evet,
132,Ankara,Mamak,Bahçelerüstü,122845-1820,12-04-2023,3 + 1,120 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.460.000 TL,Kat İrtifakı,Betonarme,İkinci El,,5.000 TL,Doğalgaz,Evet,
133,Ankara,Keçiören,Ovacık,4901-4386,13-04-2023,4 + 1,190 m2,8. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı,2,Mülk Sahibi,Evet,"Kuzey, Güney, Doğu, Batı",4.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,500 TL,10.000 TL,Doğalgaz,Evet,
134,Ankara,Çankaya,Güzeltepe,6632-1623,13-04-2023,3 + 1,110 m2,8. Kat,37 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Batı",3.200.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.200 TL,10.000 TL,Doğalgaz,Evet,
135,Ankara,Altındağ,Aydınlıkevler,61007-953,08-04-2023,2 + 1,105 m2,3. Kat,45 Yaşında,Kombi,4 Katlı,Uygun,,1,Kiracılı,,"Kuzey, Doğu",850.000 TL,Kat Mülkiyeti,,,,,Doğalgaz,,
136,Ankara,Yenimahalle,Güzelyaka,136416-144,12-04-2023,4 + 1,155 m2,Yüksek Giriş,Sıfır Bina,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu, Batı",2.199.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
137,Ankara,Çankaya,İlkbahar,14446-18292,07-04-2023,3 + 1,125 m2,8. Kat,4 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,,1,,,,3.950.000 TL,,,,,15.000 TL,,,
138,Ankara,Yenimahalle,Yunus Emre,14446-18253,07-04-2023,16 + 6,900 m2,,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,6,Boş,Hayır,"Kuzey, Güney",14.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
139,Ankara,Çankaya,Emek,15927-832,12-04-2023,3 + 1,120 m2,14. Kat,40 Yaşında,Merkezi,16 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Doğu, Batı",3.450.000 TL,Kat Mülkiyeti,,İkinci El,1.200 TL,10.000 TL,Doğalgaz,Evet,Tusso Sitesi Şenyuva Blokları
140,Ankara,Çankaya,Emek,15927-833,12-04-2023,4 + 1,165 m2,3. Kat,55 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,,"Doğu, Batı",3.700.000 TL,Kat Mülkiyeti,,İkinci El,100 TL,12.000 TL,Doğalgaz,Evet,
141,Ankara,Çankaya,İlkbahar,2380-2008,06-04-2023,3 + 1,120 m2,21 ve üzeri,6 Yaşında,Merkezi (Pay Ölçer),29 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu",3.825.000 TL,Kat Mülkiyeti,,İkinci El,,,Doğalgaz,Evet,
142,Ankara,Çankaya,Remzi Oğuz Arık,2380-2043,10-04-2023,2 + 1,100 m2,4. Kat,45 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Batı",2.800.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,900 TL,,Doğalgaz,Evet,
143,Ankara,Gölbaşı,Yurtbeyi,2380-2042,08-04-2023,7 + 3,500 m2,,15 Yaşında,Kat Kaloriferi,2 Katlı,Bilinmiyor,Eşyalı Değil,4,Mülk Sahibi,Hayır,,8.500.000 TL,,,İkinci El,,,Doğalgaz,Evet,
144,Ankara,Çankaya,Alacaatlı,118564-14,12-04-2023,5 + 1,235 m2,2. Kat,Sıfır Bina,Yerden Isıtma,30 Katlı,Uygun değil,Eşyalı Değil,3,Boş,Hayır,Güney,8.430.000 TL,Kat İrtifakı,Betonarme,Sıfır,,,Doğalgaz,Evet,
145,Ankara,Çankaya,Aydınlar,27590-4396,12-04-2023,3 + 1,145 m2,1. Kat,26 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,Doğu,2.975.000 TL,Kat İrtifakı,Betonarme,Sıfır,100 TL,15.000 TL,Doğalgaz,Evet,
146,Ankara,Çankaya,Karapınar,27590-4407,12-04-2023,3 + 1,155 m2,2. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,Batı,2.475.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
147,Ankara,Çankaya,İlkadım,27590-4398,12-04-2023,3 + 1,130 m2,1. Kat,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",2.650.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,12.000 TL,Doğalgaz,Evet,
148,Ankara,Çankaya,Bağcılar,94732-414,05-04-2023,1 + 1,103 m2,Ara Kat,17 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",3.575.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
149,Ankara,Mamak,Abidinpaşa,132447-173,12-04-2023,2 + 1,105 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",839.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,30 TL,5.000 TL,Doğalgaz,Evet,
150,Ankara,Çankaya,Harbiye,22114-2395,12-04-2023,3 + 1,145 m2,1. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Batı",3.275.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,13.000 TL,Doğalgaz,Evet,
151,Ankara,Çankaya,Naci Çakır,22114-2397,12-04-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu, Batı",1.779.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,9.000 TL,Doğalgaz,Evet,
152,Ankara,Çankaya,İlkadım,2602-9249,12-04-2023,2 + 1,115 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Kuzey, Doğu",1.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
153,Ankara,Çankaya,İlkadım,46649-9894,12-04-2023,2 + 1,110 m2,11. Kat,22 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",2.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,800 TL,,Doğalgaz,Evet,
154,Ankara,Çankaya,Naci Çakır,2603-4412,21-02-2023,3 + 1,125 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Güney, Doğu, Batı",1.800.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
155,Ankara,Polatlı,Şehitlik,77086-528,10-04-2023,1 + 1,65 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Güney, Doğu, Batı",750.000 TL,,,,,,,,
156,Ankara,Sincan,Selçuklu,136660-94,12-04-2023,3 + 1,135 m2,2. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",1.429.000 TL,Kat Mülkiyeti,,İkinci El,30 TL,,Doğalgaz,,
157,Ankara,Yenimahalle,Ergenekon,56045-5482,12-04-2023,3 + 1,125 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Güney, Doğu, Batı",975.000 TL,Kat Mülkiyeti,,,,,Doğalgaz,,
158,Ankara,Etimesgut,Turkuaz,123623-844,12-04-2023,3 + 1,153 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Batı",3.850.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,1 TL,9.500 TL,Doğalgaz,Evet,
159,Ankara,Altındağ,Battalgazi,136559-68,10-04-2023,2 + 1,115 m2,Giriş Katı,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",965.000 TL,Kat Mülkiyeti,,,50 TL,,,,
160,Ankara,Mamak,Bostancık,136559-66,12-04-2023,3 + 1,135 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu",1.215.000 TL,Kat Mülkiyeti,,,50 TL,,,,
161,Ankara,Sincan,Mareşal Çakmak,25821-86,11-03-2023,3 + 1,130 m2,2. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Güney",1.289.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,7.500 TL,Doğalgaz,Evet,
162,Ankara,Sincan,Selçuklu,25821-93,06-04-2023,2 + 1,90 m2,Yüksek Giriş,21 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Güney",719.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,5.000 TL,Doğalgaz,Evet,
163,Ankara,Polatlı,Zafer,68444-78,12-04-2023,3 + 1,140 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Mülk Sahibi,Evet,"Doğu, Batı",900.000 TL,Kat Mülkiyeti,Betonarme,,,8.000 TL,Doğalgaz,Evet,
164,Ankara,Çankaya,Mürsel Uluç,3637-1139,11-04-2023,5 + 1,230 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,Batı,2.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,75 TL,9.000 TL,Doğalgaz,Evet,
165,Ankara,Etimesgut,Göksu,116060-363,11-04-2023,4 + 1,190 m2,15. Kat,10 Yaşında,Merkezi (Pay Ölçer),29 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Doğu, Batı",6.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.100 TL,,Doğalgaz,,
166,Ankara,Keçiören,İncirli,129886-75,09-04-2023,3 + 1,125 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,,,1.489.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
167,Ankara,Çankaya,Seyranbağları,0-40274576,11-04-2023,3 + 1,115 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,Doğu,2.190.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,75 TL,6.000 TL,Doğalgaz,,
168,Ankara,Etimesgut,Bağlıca,114841-1123,11-04-2023,4 + 1,190 m2,12. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,,2,Boş,Evet,,4.449.000 TL,Kat Mülkiyeti,Betonarme,,,,Doğalgaz,,
169,Ankara,Etimesgut,Bağlıca,114841-1120,11-04-2023,5 + 1,500 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,,3,,Evet,,7.749.000 TL,Kat Mülkiyeti,,Sıfır,,,Doğalgaz,,
170,Ankara,Çankaya,Keklik Pınarı,6575-587,11-04-2023,3 + 1,135 m2,Ara Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,Hayır,"Kuzey, Doğu",1.750.000 TL,,,,100 TL,4.000 TL,,Evet,
