,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
94,Ankara,Altındağ,Aydınlıkevler,28040-1424,11-04-2023,2 + 1,100 m2,3. Kat,44 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,15.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
95,Ankara,Keçiören,İncirli,692549-1680,10-04-2023,1 + 1,70 m2,Kot 1,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Batı,6.500 TL,Doğalgaz,Evet,6.500 TL,,,,,
96,Ankara,Çankaya,Oran,130591-357,10-04-2023,2 + 1,110 m2,Ara Kat,5 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Eşyalı,2,,İkinci El,Boş,,"Güney, Doğu, Batı",,,Evet,26.000 TL,Parkoran sitesi,,,,
97,Ankara,Çankaya,Mutlukent,46377-7566,10-04-2023,6 + 1,389 m2,,16 Yaşında,Kombi,3 Katlı,Eşyalı,3,,,Boş,500 TL,"Kuzey, Güney, Doğu, Batı",100.000 TL,,,65.000 TL,Angora Evleri,,,,
98,Ankara,Çankaya,Oran,67934-3998,10-04-2023,4 + 1,216 m2,20. Kat,11 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,,,Boş,,,,,,41.000 TL,Park Oran Konutları,Uygun değil,,,
99,Ankara,Çankaya,Küçükesat,4180-8176,11-04-2023,1 + 1,60 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Kiracılı,20 TL,Batı,10.000 TL,Doğalgaz,Evet,7.500 TL,,,,,
100,Ankara,Çankaya,Oran,39997-4491,11-04-2023,4 + 1,217 m2,Bahçe Katı,15 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,4.200 TL,"Güney, Batı",66.000 TL,Doğalgaz,Evet,31.500 TL,,,,,
101,Ankara,Çankaya,Birlik,15736-2898,11-04-2023,3 + 1,140 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,,,Boş,,,,,,20.000 TL,,,,,
102,Ankara,Keçiören,Aşağı Eğlence,24197-551,11-04-2023,3 + 1,120 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,,75 TL,"Kuzey, Güney, Doğu, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
103,Ankara,Çankaya,İlkbahar,121733-963,10-04-2023,1 + 1,59 m2,21 ve üzeri,3 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,1,,,Boş,700 TL,Doğu,,,,13.000 TL,Sinpaş Marina Ankara,Uygun değil,,,
104,Ankara,Çankaya,Remzi Oğuz Arık,1354-2375,11-04-2023,3 + 1,130 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,850 TL,"Kuzey, Batı",15.000 TL,Doğalgaz,Evet,13.500 TL,,,,,
105,Ankara,Çankaya,Yukarı Bahçelievler,99741-735,11-04-2023,3 + 1,120 m2,1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150 TL,"Güney, Doğu",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
106,Ankara,Etimesgut,Devlet,692609-4988,11-04-2023,1 + 1,70 m2,21 ve üzeri,1 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,500 TL,Batı,8.750 TL,Doğalgaz,Evet,8.750 TL,,,,,
107,Ankara,Keçiören,Bağlarbaşı,121794-519,11-04-2023,3 + 1,125 m2,Yüksek Giriş,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Doğu",9.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
108,Ankara,Etimesgut,Şeyh Şamil,46640-5347,10-04-2023,1 + 1,56 m2,3. Kat,26 Yaşında,Merkezi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğu,9.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
109,Ankara,Çankaya,Kırkkonaklar,126183-367,11-04-2023,4 + 1,140 m2,En Üst Kat,26 Yaşında,Kombi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,150 TL,Doğu,9.500 TL,Doğalgaz,Evet,9.500 TL,,,,,
110,Ankara,Çankaya,Güvenevler,5462-3303,11-04-2023,3 + 1,115 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,1.500 TL,"Kuzey, Doğu",7.500 TL,Doğalgaz,Evet,7.750 TL,,,,,
111,Ankara,Çankaya,Malazgirt,4036-1086,11-04-2023,4 + 1,170 m2,2. Kat,19 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",12.000 TL,Doğalgaz,Evet,11.500 TL,,,,,
112,Ankara,Gölbaşı,Tulumtaş,8174-2864,11-04-2023,3 + 1,130 m2,Ara Kat,13 Yaşında,Kombi,11 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,"Kuzey, Doğu, Batı",10.000 TL,Doğalgaz,Evet,5.000 TL,,,,,
113,Ankara,Çankaya,Şehit Cevdet Özdemir,119869-630,11-04-2023,2 + 1,100 m2,Kot 2,26 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu, Batı",12.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
114,Ankara,Etimesgut,Eryaman,30302-2528,11-04-2023,1 + 1,80 m2,7. Kat,6 Yaşında,Merkezi,10 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,850 TL,Doğu,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
115,Ankara,Çankaya,Ümit,1732-664,11-04-2023,3 + 1,140 m2,9. Kat,15 Yaşında,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,650 TL,"Güney, Doğu, Batı",16.000 TL,Doğalgaz,Evet,16.000 TL,,,,,
116,Ankara,Çankaya,Aziziye,4181-730,11-04-2023,3 + 1,140 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,250 TL,"Kuzey, Doğu, Batı",20.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
117,Ankara,Çankaya,Yaşamkent,3044-3932,11-04-2023,2 + 1,100 m2,2. Kat,2 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Eşyalı,1,,,Boş,1.000 TL,"Kuzey, Güney, Doğu",33.600 TL,,,16.800 TL,,,,,
118,Ankara,Çankaya,Emek,5497-6318,11-04-2023,3 + 1,110 m2,Ara Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",26.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
119,Ankara,Gölbaşı,Taşpınar,49545-3530,10-04-2023,2 + 1,120 m2,9. Kat,Sıfır Bina,Merkezi,23 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu, Batı",13.750 TL,Doğalgaz,Evet,13.750 TL,Veb Tower,,,,
120,Ankara,Çankaya,Birlik,22003-2001,11-04-2023,2 + 1,145 m2,1. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,Evet,20.000 TL,,,,,
121,Ankara,Çankaya,İlkadım,14072-12360,11-04-2023,2 + 1,110 m2,10. Kat,20 Yaşında,Merkezi,14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,750 TL,"Kuzey, Batı",12.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
122,Ankara,Altındağ,Aydınlıkevler,69104-1408,11-04-2023,3 + 1,120 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Güney,,,,8.000 TL,,,,,
123,Ankara,Çankaya,Cevizlidere,8053-2597,10-04-2023,3 + 1,140 m2,2. Kat,14 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,150 TL,"Kuzey, Doğu",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
124,Ankara,Çankaya,Yücetepe,13861-2462,11-04-2023,1 + 1,55 m2,Giriş Katı,2 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Kiracılı,1.2 TL,,,,,12.000 TL,,Uygun değil,,,
125,Ankara,Çankaya,Güvenevler,20419-850,11-04-2023,2 + 1,85 m2,1. Kat,55 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
126,Ankara,Etimesgut,Topçu,113388-1810,10-04-2023,2 + 1,110 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Güney,8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
127,Ankara,Mamak,Altınevler,0-40618695,11-04-2023,1 + 1,44 m2,En Üst Kat,Sıfır Bina,Kat Kaloriferi,23 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,625 TL,"Güney, Batı",16.000 TL,Doğalgaz,,8.000 TL,Evet (Site Adı Belirtilmemiş),,,,
128,Ankara,Gölbaşı,İncek,62574-2955,10-04-2023,2 + 1,70 m2,1. Kat,2 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,300 TL,"Güney, Doğu",17.000 TL,Doğalgaz,Evet,8.500 TL,,,,,
129,Ankara,Çankaya,Yukarı Bahçelievler,2250-3119,11-04-2023,2 + 1,75 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,200 TL,Güney,12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
130,Ankara,Çankaya,Aziziye,16814-6945,11-04-2023,2 + 1,100 m2,Teras Katı,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,,1,Betonarme,Sıfır,Boş,1.200 TL,"Güney, Doğu",25.000 TL,Doğalgaz,Evet,25.000 TL,,,,,
131,Ankara,Yenimahalle,Karacakaya,111334-3645,11-04-2023,4 + 2,370 m2,,4 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,1.100 TL,"Güney, Batı",87.000 TL,Doğalgaz,Evet,29.000 TL,Mebuskent Konutları,,,,
132,Ankara,Keçiören,Kavacık Subayevleri,8767-2707,11-04-2023,3 + 1,190 m2,3. Kat,26 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,Doğalgaz,Evet,13.250 TL,,,,,
133,Ankara,Çankaya,Muhsin Ertuğrul,3620-9725,10-04-2023,3 + 1,140 m2,1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,İkinci El,,50 TL,Batı,18.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
134,Ankara,Çankaya,Oran,130591-122,10-04-2023,6 + 2,820 m2,,21 Yaşında,Yerden Isıtma,3 Katlı,Eşyalı Değil,4,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,85.000 TL,,,,,
135,Ankara,Çankaya,Hilal,9609-4178,11-04-2023,4 + 1,190 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,250 TL,"Güney, Batı",13.500 TL,Doğalgaz,Evet,13.500 TL,,,,,
136,Ankara,Keçiören,Ayvalı,113784-729,10-04-2023,3 + 1,135 m2,En Üst Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu, Batı",,Doğalgaz,Evet,8.499 TL,,,,,
137,Ankara,Çankaya,Emek,38136-2140,10-04-2023,3 + 1,125 m2,En Üst Kat,21 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,800 TL,"Güney, Batı",20.000 TL,Doğalgaz,Evet,14.500 TL,,,,,
138,Ankara,Çankaya,Emek,1170-5669,11-04-2023,2 + 1,85 m2,Kot 1,7 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,200 TL,"Kuzey, Güney, Batı",,Doğalgaz,Evet,11.500 TL,,,,,
139,Ankara,Çankaya,Kırkkonaklar,121565-114,11-04-2023,2 + 1,150 m2,Giriş Katı,8 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
140,Ankara,Keçiören,İncirli,135949-41,11-04-2023,3 + 1,120 m2,3. Kat,20 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Batı",9.000 TL,Doğalgaz,,10.000 TL,,,,,
141,Ankara,Çankaya,Huzur,9639-18927,10-04-2023,3 + 1,130 m2,2. Kat,22 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,Batı,20.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
142,Ankara,Çankaya,Yukarı Bahçelievler,5042-3325,11-04-2023,4 + 1,145 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Güney,15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
143,Ankara,Yenimahalle,Demetevler,31365-2014,11-04-2023,2 + 1,90 m2,4. Kat,23 Yaşında,Kombi,6 Katlı,,1,Betonarme,İkinci El,Boş,60 TL,Kuzey,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
144,Ankara,Çankaya,Emek,115697-496,11-04-2023,4 + 1,185 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Eşyalı Değil,3,,,Boş,200 TL,Batı,21.000 TL,Doğalgaz,Evet,21.000 TL,,,,,
145,Ankara,Çankaya,Çayyolu,94790-776,10-04-2023,2 + 1,105 m2,Ara Kat,4 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,1.200 TL,"Kuzey, Doğu",42.000 TL,Doğalgaz,Evet,21.000 TL,,,,,
146,Ankara,Çankaya,Ata,3286-8355,11-04-2023,3 + 1,140 m2,2. Kat,18 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Güney, Doğu",15.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
147,Ankara,Çankaya,Oran,39997-4490,11-04-2023,4 + 1,217 m2,Bahçe Katı,11 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,4.200 TL,"Güney, Batı",85.000 TL,Doğalgaz,Evet,39.500 TL,,,,,
148,Ankara,Altındağ,Gültepe,96259-405,11-04-2023,3 + 1,130 m2,2. Kat,12 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Eşyalı,1,Betonarme,İkinci El,Kiracılı,40 TL,Güney,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
149,Ankara,Çankaya,Tınaztepe,125089-545,10-04-2023,2 + 1,130 m2,2. Kat,31 Yaşında,Merkezi,7 Katlı,Eşyalı,1,Betonarme,,Boş,750 TL,"Güney, Doğu",20.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
150,Ankara,Etimesgut,Altay,44824-2919,11-04-2023,1 + 1,60 m2,9. Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,,1,Betonarme,İkinci El,Boş,690 TL,Güney,9.000 TL,Doğalgaz,Evet,9.000 TL,Erland Rezidans,,,,
151,Ankara,Etimesgut,Şehit Osman Avcı,65586-162,11-04-2023,1 + 1,70 m2,7. Kat,10 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,850 TL,Güney,9.000 TL,,Evet,9.000 TL,,,,,
152,Ankara,Gölbaşı,Hacılar,3918-4050,10-04-2023,1 + 1,65 m2,11. Kat,5 Yaşında,Merkezi (Pay Ölçer),21 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,25.000 TL,Doğalgaz,Evet,12.500 TL,İncek Loft Konutları,,,,
153,Ankara,Mamak,Zirvekent,41594-2022,10-04-2023,2 + 1,90 m2,2. Kat,7 Yaşında,Merkezi,3 Katlı,Eşyalı,1,Betonarme,,,,,,Doğalgaz,Evet,5.000 TL,,,,,
154,Ankara,Çankaya,Hilal,56844-976,10-04-2023,1 + 1,75 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,15.000 TL,,,,,
155,Ankara,Çankaya,Hilal,18865-3577,11-04-2023,3 + 1,150 m2,2. Kat,22 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.800 TL,"Güney, Doğu",30.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
156,Ankara,Çankaya,Hilal,2412-2814,10-04-2023,2 + 1,65 m2,Zemin,20 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,Güney,13.500 TL,Elektrik,Evet,9.000 TL,,,,,
157,Ankara,Çankaya,Kızılay,39194-1629,11-04-2023,1 + 1,65 m2,5. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,,Boş,250 TL,"Güney, Batı",6.000 TL,Doğalgaz,Evet,6.000 TL,,,,,
158,Ankara,Çankaya,Bayraktar,2289-4091,11-04-2023,4 + 1,160 m2,6. Kat,20 Yaşında,Kombi,10 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",40.000 TL,Doğalgaz,Evet,18.000 TL,,,,,
159,Ankara,Çankaya,Ayrancı,8356-444,11-04-2023,1 + 1,90 m2,21 ve üzeri,12 Yaşında,Merkezi,26 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,930 TL,Güney,15.000 TL,Doğalgaz,Evet,10.000 TL,çankaya park evleri,,,,
160,Ankara,Çankaya,Oran,67934-4276,10-04-2023,2 + 1,120 m2,2. Kat,13 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Eşyalı,1,,,Boş,,,,,Evet,31.000 TL,Park Oran Konutları,,,,
161,Ankara,Çankaya,Remzi Oğuz Arık,10144-6604,11-04-2023,2 + 1,100 m2,Bahçe Katı,15 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Kuzey,17.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
162,Ankara,Çankaya,Emek,21161-2644,10-04-2023,2 + 1,90 m2,En Üst Kat,35 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,Kagir,İkinci El,Boş,218 TL,"Güney, Doğu, Batı",9.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
163,Ankara,Çankaya,Aşağı Öveçler,18192-1393,11-04-2023,5 + 1,220 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Eşyalı,3,Betonarme,,Boş,,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,Evet,20.000 TL,,,,,
164,Ankara,Çankaya,Keklik Pınarı,99900-1245,11-04-2023,3 + 1,135 m2,Ara Kat,10 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,75 TL,"Güney, Doğu",12.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
165,Ankara,Çankaya,Remzi Oğuz Arık,1345-1935,11-04-2023,3 + 1,130 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.150 TL,"Kuzey, Batı",15.000 TL,Doğalgaz,,15.000 TL,,,,,
166,Ankara,Çankaya,Emek,15927-626,11-04-2023,3 + 1,115 m2,7. Kat,40 Yaşında,Merkezi,15 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.200 TL,"Doğu, Batı",11.000 TL,Doğalgaz,Evet,11.000 TL,Tusso (Şenyuva) Blok,,,,
167,Ankara,Çankaya,Ayrancı,5462-3308,11-04-2023,3 + 1,115 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,1.500 TL,"Kuzey, Doğu",7.500 TL,Doğalgaz,Evet,7.750 TL,,,,,
168,Ankara,Çankaya,Yaşamkent,67340-507,10-04-2023,1 + 1,90 m2,Yüksek Giriş,10 Yaşında,Merkezi,7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.250 TL,"Güney, Batı",9.000 TL,Doğalgaz,Evet,9.000 TL,Park Lima Sitesi,,,,
169,Ankara,Keçiören,Esertepe,7372-2526,11-04-2023,3 + 1,120 m2,4. Kat,15 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,13.000 TL,Doğalgaz,,11.000 TL,,,,,
170,Ankara,Yenimahalle,Yeni Batı,8545-1196,11-04-2023,3 + 1,115 m2,2. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.000 TL,"Doğu, Batı",16.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
171,Ankara,Çankaya,Umut,42363-1051,11-04-2023,2 + 1,100 m2,Kot 1,45 Yaşında,Merkezi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,,800 TL,"Doğu, Batı",10.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
172,Ankara,Çankaya,Birlik,3535-4296,10-04-2023,3 + 1,125 m2,Yüksek Giriş,16 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,80 TL,Güney,28.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
173,Ankara,Çankaya,Ayrancı,77297-124,10-04-2023,3 + 1,150 m2,3. Kat,30 Yaşında,Merkezi,,Eşyalı,1,Betonarme,İkinci El,Kiracılı,1.200 TL,"Güney, Batı",18.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
174,Ankara,Keçiören,Aşağı Eğlence,16149-3098,11-04-2023,3 + 1,130 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",,Doğalgaz,,10.000 TL,,,,,
175,Ankara,Keçiören,Etlik,93678-8619,10-04-2023,3 + 1,110 m2,2. Kat,27 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu",7.500 TL,Doğalgaz,Evet,7.500 TL,,,,,
176,Ankara,Keçiören,Tepebaşı,128129-132,11-04-2023,3 + 1,115 m2,En Üst Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,,6.000 TL,Doğalgaz,,6.500 TL,,,,,
177,Ankara,Çankaya,Güvenevler,16814-6933,11-04-2023,1 + 1,65 m2,1. Kat,1 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,450 TL,"Güney, Doğu",14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
178,Ankara,Mamak,Misket,129644-7695,10-04-2023,4 + 1,240 m2,En Üst Kat,11 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,Güney,6.500 TL,Doğalgaz,,9.000 TL,,,,,
179,Ankara,Yenimahalle,Ergenekon,89176-2657,10-04-2023,3 + 1,110 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,"Güney, Doğu, Batı",6.000 TL,Doğalgaz,Evet,6.000 TL,,,,,
180,Ankara,Çankaya,Hilal,16177-1744,11-04-2023,4 + 1,235 m2,3. Kat,15 Yaşında,Merkezi,7 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,3.000 TL,"Güney, Doğu",50.000 TL,Doğalgaz,Evet,25.000 TL,,,,,
181,Ankara,Çankaya,Birlik,2430-9046,11-04-2023,1 + 1,55 m2,2. Kat,10 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,"Güney, Doğu",9.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
182,Ankara,Çankaya,Bahçelievler,5472-1051,11-04-2023,3 + 1,125 m2,1. Kat,35 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.750 TL,Batı,30.000 TL,Doğalgaz,,12.500 TL,,,,,
183,Ankara,Çankaya,Barbaros,20419-849,11-04-2023,2 + 1,85 m2,1. Kat,55 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
184,Ankara,Çankaya,Bahçelievler,1170-5672,11-04-2023,2 + 1,80 m2,Yüksek Giriş,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,,İkinci El,Kiracılı,100 TL,"Kuzey, Doğu",,Doğalgaz,Evet,15.000 TL,,,,,
185,Ankara,Altındağ,Aydınlıkevler,8767-2696,11-04-2023,3 + 1,120 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,,Doğalgaz,Evet,10.500 TL,,,,,
186,Ankara,Çankaya,Kültür,9988-1713,10-04-2023,3 + 1,120 m2,4. Kat,35 Yaşında,Kombi,9 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,600 TL,Batı,11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
187,Ankara,Çankaya,Kırkkonaklar,88053-5001,11-04-2023,1 + 1,55 m2,3. Kat,2 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,200 TL,"Güney, Doğu",19.000 TL,Doğalgaz,Evet,9.250 TL,,,,,
188,Ankara,Çankaya,Bahçelievler,3584-27270,11-04-2023,3 + 1,125 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu",,Doğalgaz,Evet,12.500 TL,,,,,
189,Ankara,Çankaya,Anıttepe,17943-1559,10-04-2023,2 + 1,95 m2,4. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.250 TL,"Güney, Doğu",8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
190,Ankara,Altındağ,Aydınlıkevler,121272-373,11-04-2023,3 + 1,150 m2,1. Kat,23 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",11.500 TL,Doğalgaz,Evet,11.500 TL,,,,,
