,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
1749,Ankara,Çankaya,Güzeltepe,6557-3017,28-03-2023,2 + 1,110 m2,1. Kat,31 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,100 TL,"Doğu, Batı",,,,17.000 TL,,Uygun değil,,,
1750,Ankara,Çankaya,Yıldızevler,40002-2020,22-03-2023,1 + 1,55 m2,Ara Kat,15 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğu,,Doğalgaz,Evet,11.500 TL,,,,,
1751,Ankara,Gölbaşı,İncek,102968-2550,24-03-2023,2 + 1,73 m2,1. Kat,Sıfır Bina,Yerden Isıtma,28 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Batı",14.000 TL,Doğalgaz,Evet,7.000 TL,Kent İncek Konutları,,,,
1752,Ankara,Polatlı,Cumhuriyet,111966-2134,04-04-2023,3 + 1,135 m2,Ara Kat,20 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,,,,,Doğu,,,,4.000 TL,,,,,
1753,Ankara,Çankaya,Keklik Pınarı,8315-12566,02-04-2023,3 + 1,130 m2,En Üst Kat,25 Yaşında,Merkezi,9 Katlı,,1,Betonarme,İkinci El,,1.000 TL,"Güney, Doğu, Batı",,Doğalgaz,Evet,15.000 TL,,,,,
1754,Ankara,Mamak,Kutlu,10580-5685,07-04-2023,3 + 1,120 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,80 TL,,8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
1755,Ankara,Çankaya,Güzeltepe,2800-3323,31-03-2023,6 + 1,468 m2,21 ve üzeri,15 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,,2 TL,Doğalgaz,Evet,73.000 TL,,,,,
1756,Ankara,Çankaya,Remzi Oğuz Arık,9998-2525,24-03-2023,3 + 1,130 m2,Giriş Katı,35 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,200 TL,,20.000 TL,,,16.750 TL,,,,,
1757,Ankara,Çankaya,Ayrancı,39156-4874,11-04-2023,3 + 1,135 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Boş,1.800 TL,Doğu,28.000 TL,,,13.500 TL,,,,,
1758,Ankara,Çankaya,Korkutreis,131346-306,10-04-2023,2 + 1,90 m2,En Üst Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,7.800 TL,,,,,
1759,Ankara,Çankaya,Keklik Pınarı,5235-9091,09-03-2023,1 + 1,40 m2,1. Kat,1 Yaşında,Kombi,2 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
1760,Ankara,Keçiören,Pınarbaşı,79717-1293,28-03-2023,2 + 1,85 m2,Bahçe Katı,7 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu",6.000 TL,Doğalgaz,,6.250 TL,,,,,
1761,Ankara,Çankaya,Sokullu Mehmet Paşa,56732-295,04-04-2023,3 + 1,110 m2,Kot 1,15 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Kiracılı,100 TL,"Güney, Doğu",14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
1762,Ankara,Gölbaşı,Koparan,130591-377,21-03-2023,6 + 1,550 m2,,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,4,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,Evet,26.000 TL,,,,,
1763,Ankara,Çankaya,Gaziosmanpaşa,4337-3337,25-03-2023,3 + 1,230 m2,2. Kat,25 Yaşında,Merkezi,14 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,4.000 TL,Batı,32.000 TL,Doğalgaz,Evet,32.000 TL,,,,,
1764,Ankara,Mamak,Zirvekent,0-40573815,03-04-2023,2 + 1,80 m2,Yüksek Giriş,7 Yaşında,Kombi,13 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,380 TL,Güney,14.000 TL,Doğalgaz,,7.000 TL,kusunlar toki,,,,
1765,Ankara,Gölbaşı,Gökçehüyük,14976-3500,05-04-2023,1 + 1,45 m2,,2 Yaşında,Soba,1 Katlı,Eşyalı,1,,İkinci El,Boş,150 TL,"Kuzey, Güney",7.000 TL,Elektrik,Evet,7.000 TL,,,,,
1766,Ankara,Çankaya,Kızılay,2670-1937,01-04-2023,1 + 1,75 m2,2. Kat,40 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,,,Boş,250 TL,"Kuzey, Batı",10.000 TL,Doğalgaz,,8.500 TL,,,,,
1767,Ankara,Yenimahalle,Ragıp Tüzün,59414-3469,27-03-2023,3 + 1,110 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Güney",16.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
1768,Ankara,Çankaya,Ata,4094-1436,03-04-2023,4 + 1,195 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,,25.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1769,Ankara,Çankaya,Büyükesat,79029-4033,10-04-2023,4 + 1,185 m2,4. Kat,16 Yaşında,Merkezi,25 Katlı,Eşyalı,2,,,Boş,,"Kuzey, Doğu, Batı",,,,31.500 TL,Evet (Site Adı Belirtilmemiş),Uygun değil,,,
1770,Ankara,Çankaya,Konutkent,13883-71,29-03-2023,3 + 1,140 m2,21 ve üzeri,3 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,2,,,,,,,,,15.000 TL,West Gate Residence,,,,
1771,Ankara,Keçiören,Kalaba,78150-108,03-04-2023,2 + 1,70 m2,Kot 2,16 Yaşında,Kombi,3 Katlı,Eşyalı,1,,,Boş,50 TL,,,,,7.500 TL,,Uygun değil,,,
1772,Ankara,Keçiören,Adnan Menderes,71390-840,18-03-2023,3 + 1,135 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,300 TL,Batı,30.000 TL,Doğalgaz,Evet,15.000 TL,,,,,
1773,Ankara,Çankaya,Güzeltepe,3420-9201,14-02-2023,4 + 1,220 m2,4. Kat,16 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,2.500 TL,,,Doğalgaz,Evet,26.000 TL,Park Vadi Evleri,,,,
1774,Ankara,Çankaya,Oran,96629-750,06-04-2023,5 + 1,350 m2,11. Kat,12 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı,3,Betonarme,İkinci El,Boş,1.250 TL,"Güney, Doğu, Batı",37.500 TL,Doğalgaz,Evet,37.500 TL,,,,,
1775,Ankara,Çankaya,İlkbahar,129045-157,07-04-2023,3 + 1,150 m2,17. Kat,7 Yaşında,Merkezi (Pay Ölçer),28 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Kuzey, Batı",,Doğalgaz,Evet,15.000 TL,,,,,
1776,Ankara,Yenimahalle,Demetgül,96259-363,11-04-2023,3 + 1,130 m2,5. Kat,35 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Güney,6.000 TL,Doğalgaz,Evet,6.000 TL,,,,,
1777,Ankara,Çankaya,Yukarı Dikmen,76426-1166,30-03-2023,2 + 1,120 m2,1. Kat,1 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,2.000 TL,Güney,,Doğalgaz,Evet,14.750 TL,Sinpaş Ege Vadisi,,,,
1778,Ankara,Çankaya,Büyükesat,2289-4095,07-03-2023,4 + 1,170 m2,14. Kat,28 Yaşında,Merkezi,14 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,,1.250 TL,"Güney, Doğu, Batı",40.000 TL,Doğalgaz,Evet,20.000 TL,,,,,
1779,Ankara,Çankaya,Umut,128776-184,03-04-2023,2 + 1,95 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,,20.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1780,Ankara,Gölbaşı,Bahçelievler,72777-239,02-04-2023,1 + 1,65 m2,1. Kat,10 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
1781,Ankara,Çankaya,Aşıkpaşa,124497-96,27-03-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,Boş,50 TL,,10.500 TL,Doğalgaz,Evet,10.500 TL,,,,,
1782,Ankara,Çankaya,Konutkent,40409-4224,30-03-2023,2 + 1,75 m2,2. Kat,1 Yaşında,Merkezi,2 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
1783,Ankara,Çankaya,Büyükesat,1248-2219,11-04-2023,1 + 1,60 m2,1. Kat,1 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Batı,25.000 TL,Doğalgaz,,12.500 TL,,,,,
1784,Ankara,Yenimahalle,Kentkoop,4646-1117,02-04-2023,3 + 1,125 m2,4. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,400 TL,,25.000 TL,,,12.000 TL,,,,,
1785,Ankara,Çankaya,Oran,4129-1902,11-04-2023,4 + 1,160 m2,Ara Kat,15 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,,,,,,37.800 TL,,,37.800 TL,Park Oran Konutları,,,,
1786,Ankara,Çankaya,Söğütözü,118242-249,10-04-2023,3 + 1,260 m2,11. Kat,4 Yaşında,Merkezi (Pay Ölçer),20 Katlı,Eşyalı,1,,,Boş,3.8 TL,"Güney, Doğu, Batı",,,,30.000 TL,,Uygun değil,,,
1787,Ankara,Gölbaşı,İncek,80269-1028,24-03-2023,1 + 1,55 m2,1. Kat,Sıfır Bina,Yerden Isıtma,2 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,,,Doğalgaz,Evet,5.750 TL,,,,,
1788,Ankara,Mamak,Zirvekent,33510-1676,28-03-2023,1 + 1,55 m2,En Üst Kat,8 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,Güney,7.500 TL,Doğalgaz,Evet,3.750 TL,zitvekent toki,,,,
1789,Ankara,Çankaya,Tınaztepe,34887-412,22-03-2023,3 + 1,115 m2,1. Kat,50 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,,,,20.000 TL,Doğalgaz,Evet,9.500 TL,,,,,
1790,Ankara,Polatlı,Cumhuriyet,133012-73,04-04-2023,3 + 1,120 m2,Bodrum,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,,,,,,2.000 TL,,Uygun değil,,,
1791,Ankara,Çankaya,Konutkent,102968-2622,04-04-2023,1 + 1,74 m2,21 ve üzeri,4 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,850 TL,Güney,10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
1792,Ankara,Gölbaşı,Kızılcaşar,2800-3316,31-03-2023,8 + 2,1.000 m2,,30 Yaşında,Kombi,3 Katlı,Eşyalı,7,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",2 TL,Doğalgaz,Evet,150.000 TL,,,,,
1793,Ankara,Çankaya,Aşıkpaşa,90726-1188,26-03-2023,2 + 1,85 m2,Kot 1,15 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,11.500 TL,,,,,
1794,Ankara,Çankaya,Mutlukent,112435-3758,29-03-2023,5 + 2,500 m2,,25 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Kiracılı,,,,Doğalgaz,Evet,60.000 TL,,,,,
1795,Ankara,Çankaya,Nasuh Akar,0-40514687,23-03-2023,3 + 1,105 m2,Yüksek Giriş,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,,11.000 TL,Doğalgaz,,11.000 TL,,,,,
1796,Ankara,Çankaya,Aziziye,133274-5,16-03-2023,3 + 1,150 m2,1. Kat,26 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,2.745 TL,"Güney, Batı",,Doğalgaz,Evet,18.000 TL,,,,,
1797,Ankara,Çankaya,Yıldızevler,40002-2021,22-03-2023,1 + 1,45 m2,Ara Kat,15 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğu,,Doğalgaz,Evet,9.500 TL,,,,,
1798,Ankara,Çankaya,Alacaatlı,3101-2374,01-04-2023,1 + 1,60 m2,12. Kat,2 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı,1,,,Boş,610 TL,,,,,11.000 TL,Akyıldız Prestij,Uygun değil,,,
1799,Ankara,Çankaya,Fidanlık,26985-2809,07-03-2023,2 + 1,110 m2,3. Kat,32 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu, Batı",12.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
1800,Ankara,Yenimahalle,Kentkoop,7000-4082,28-03-2023,3 + 1,120 m2,8. Kat,30 Yaşında,Merkezi,10 Katlı,Eşyalı Değil,1,,,Boş,1.000 TL,,12.000 TL,Doğalgaz,,12.000 TL,,,,,
1801,Ankara,Mamak,Derbent,129908-317,29-03-2023,2 + 1,120 m2,4. Kat,4 Yaşında,Merkezi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,,19.000 TL,Doğalgaz,Evet,19.000 TL,,,,,
1802,Ankara,Çankaya,Gaziosmanpaşa,4337-3306,21-03-2023,5 + 1,260 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,,2,,,Boş,2.400 TL,"Güney, Doğu",24.000 TL,Doğalgaz,,24.000 TL,,,,,
1803,Ankara,Çankaya,Maltepe,2541-1022,30-03-2023,1 + 1,65 m2,Yüksek Giriş,5 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,,Boş,150 TL,Doğu,20.000 TL,Doğalgaz,Evet,10.500 TL,,,,,
1804,Ankara,Çankaya,Çankaya,18887-7477,03-04-2023,4 + 1,175 m2,2. Kat,31 Yaşında,Merkezi,12 Katlı,Eşyalı Değil,2,,,Boş,1.5 TL,"Güney, Doğu, Batı",,,,18.500 TL,,,,,
1805,Ankara,Çankaya,Huzur,4110-2597,08-04-2023,2 + 1,100 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,,1,,,Boş,100 TL,"Kuzey, Doğu, Batı",8.000 TL,,,8.000 TL,,,,,
1806,Ankara,Çankaya,Güvenevler,39156-4884,11-04-2023,4 + 1,155 m2,1. Kat,50 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Boş,1.200 TL,Batı,15.000 TL,,,11.500 TL,,,,,
1807,Ankara,Çankaya,İlkadım,53453-2398,02-04-2023,3 + 1,135 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu",1.300 TL,Doğalgaz,Evet,13.000 TL,,,,,
1808,Ankara,Çankaya,Dodurga,10249-3898,09-04-2023,4 + 2,400 m2,,1 Yaşında,Kombi,3 Katlı,Eşyalı Değil,4,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,32.000 TL,Evet (Site Adı Belirtilmemiş),,,,
1809,Ankara,Çankaya,Barbaros,27203-3630,05-04-2023,2 + 1,80 m2,1. Kat,45 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,Boş,200 TL,Doğu,15.000 TL,,Evet,8.250 TL,,,,,
1810,Ankara,Polatlı,Cumhuriyet,111966-2116,23-03-2023,3 + 1,135 m2,En Üst Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,,,,,Doğu,,Doğalgaz,,2.500 TL,,,,,
1811,Ankara,Yenimahalle,Ragıp Tüzün,59414-3461,27-03-2023,2 + 1,90 m2,Ara Kat,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Güney,10.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
1812,Ankara,Çankaya,Meşrutiyet,88893-453,30-03-2023,2 + 1,120 m2,2. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
1813,Ankara,Çankaya,Yukarı Dikmen,76426-1163,23-03-2023,2 + 1,100 m2,1. Kat,1 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Batı,,Doğalgaz,Evet,13.750 TL,,,,,
1814,Ankara,Çankaya,Aydınlar,69567-1281,16-03-2023,4 + 1,220 m2,2. Kat,20 Yaşında,Kombi,2 Katlı,Eşyalı,2,Betonarme,İkinci El,Belirtilmemiş,150 TL,"Güney, Doğu",14.500 TL,Doğalgaz,Evet,14.500 TL,,,,,
1815,Ankara,Çankaya,İlkbahar,3420-9218,07-03-2023,3 + 1,130 m2,Giriş Katı,4 Yaşında,Merkezi (Pay Ölçer),28 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,13.500 TL,Doğalgaz,Evet,13.500 TL,Güney Park Konutları,,,,
1816,Ankara,Polatlı,Cumhuriyet,119286-962,31-03-2023,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1 TL,Doğu,2.500 TL,Doğalgaz,Evet,2.500 TL,,,,,
1817,Ankara,Çankaya,Emek,35644-906,11-04-2023,1 + 1,45 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,300 TL,,30.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
1818,Ankara,Yenimahalle,Emniyet,13861-2447,10-04-2023,2 + 1,143 m2,19. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,2,,,Boş,,"Güney, Doğu, Batı",,,,28.500 TL,,,,,
1819,Ankara,Çankaya,Bahçelievler,5152-1241,17-03-2023,3 + 1,95 m2,Bahçe Katı,28 Yaşında,Kombi,3 Katlı,,1,Betonarme,İkinci El,Boş,,Doğu,,Doğalgaz,Evet,7.000 TL,,,,,
1820,Ankara,Polatlı,Esentepe,54400-5279,03-04-2023,2 + 1,95 m2,2. Kat,25 Yaşında,Soba,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,1.750 TL,Kömür-Odun,Evet,1.750 TL,,,,,
1821,Ankara,Çankaya,İlkadım,96629-665,06-04-2023,4 + 1,220 m2,9. Kat,11 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.500 TL,"Güney, Doğu",22.500 TL,Doğalgaz,Evet,21.500 TL,,,,,
1822,Ankara,Çankaya,Ertuğrulgazi,6391-4351,05-03-2023,3 + 1,137 m2,4. Kat,39 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Kuzey, Doğu",6.500 TL,Doğalgaz,,6.500 TL,,,,,
1823,Ankara,Çankaya,Aziziye,21509-2064,02-04-2023,3 + 1,180 m2,Yüksek Giriş,25 Yaşında,Merkezi,24 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,2.500 TL,,18.000 TL,Doğalgaz,Evet,18.000 TL,,,,,
1824,Ankara,Gölbaşı,İncek,102968-2601,02-04-2023,2 + 1,113 m2,6. Kat,Sıfır Bina,Yerden Isıtma,35 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,721 TL,"Güney, Batı",,Doğalgaz,Evet,15.500 TL,Kent İncek Konutları,,,,
1825,Ankara,Çankaya,Büyükesat,4129-1890,11-04-2023,3 + 1,180 m2,En Üst Kat,2 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,1.900 TL,,35.850 TL,,,35.850 TL,,,,,
1826,Ankara,Çankaya,İlkbahar,8528-1504,06-03-2023,2 + 1,175 m2,Kot 1,10 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Eşyalı Değil,2,,,,,,20.500 TL,Doğalgaz,,20.500 TL,,,,,
1827,Ankara,Yenimahalle,Emniyet,136254-60,08-04-2023,1 + 1,68 m2,4. Kat,Sıfır Bina,Merkezi,6 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,2.400 TL,Güney,24.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
1828,Ankara,Çankaya,Oran,4337-3335,24-03-2023,3 + 1,158 m2,8. Kat,15 Yaşında,Merkezi,31 Katlı,Eşyalı,2,Betonarme,İkinci El,,3.700 TL,Kuzey,38.000 TL,Doğalgaz,Evet,38.000 TL,,,,,
1829,Ankara,Çankaya,Kırkkonaklar,83743-391,26-02-2023,2 + 1,220 m2,Ara Kat,10 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı Değil,3,,,,,,22.000 TL,,,22.000 TL,,,,,
1830,Ankara,Çankaya,Hilal,126712-14,12-01-2023,2 + 1,110 m2,Giriş Katı,17 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,"Kuzey, Güney, Doğu, Batı",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
1831,Ankara,Çankaya,Güzeltepe,91324-4550,22-03-2023,6 + 1,384 m2,17. Kat,11 Yaşında,Merkezi,17 Katlı,Eşyalı Değil,3,,,Boş,1.5 TL,"Kuzey, Güney, Doğu",,,,40.000 TL,Park Vadi Evleri,Uygun değil,,,
1832,Ankara,Çankaya,Dodurga,0-40025054,14-03-2023,4 + 2,326 m2,,Sıfır Bina,Yerden Isıtma,3 Katlı,Eşyalı Değil,4,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",66.000 TL,Doğalgaz,,33.000 TL,Evet (Site Adı Belirtilmemiş),,,,
1833,Ankara,Etimesgut,Yeşilova,0-39888376,06-03-2023,2 + 1,95 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,250 TL,"Kuzey, Batı",6.500 TL,Doğalgaz,,10.000 TL,ANKAVEGA KONUTLARI,,,,
1834,Ankara,Sincan,Hürriyet,0-39869850,08-04-2023,1 + 1,50 m2,1. Kat,6 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,,6.000 TL,Doğalgaz,,3.000 TL,,,,,
1835,Ankara,Çankaya,Kırkkonaklar,131551-3,21-02-2023,3 + 1,220 m2,4. Kat,11 Yaşında,Merkezi,10 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,,,Doğalgaz,,27.000 TL,Aloha Residence,,,,
1836,Ankara,Çankaya,Yukarı Dikmen,32120-3160,04-04-2023,4 + 1,195 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,185 TL,"Güney, Doğu, Batı",,Doğalgaz,Evet,22.500 TL,,,,,
1837,Ankara,Gölbaşı,Taşpınar,37763-1361,02-02-2023,6 + 2,700 m2,,10 Yaşında,Yerden Isıtma,3 Katlı,Eşyalı,4,Betonarme,İkinci El,Boş,,,,Doğalgaz,Evet,120.000 TL,Çiçekkent,,,,
1838,Ankara,Keçiören,Emrah,0-39184650,08-04-2023,3 + 1,125 m2,Bahçe Katı,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",10.000 TL,Doğalgaz,,7.400 TL,,,,,
1839,Ankara,Çankaya,Yukarı Dikmen,2602-8940,27-02-2023,1 + 1,65 m2,1. Kat,2 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,Doğalgaz,Evet,16.000 TL,,,,,
1840,Ankara,Çankaya,Mustafa Kemal,0-37837057,10-04-2023,3 + 1,130 m2,Ara Kat,25 Yaşında,Merkezi,14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,15.000 TL,baris,,,,
1841,Ankara,Çankaya,Bahçelievler,0-32187699,01-04-2023,2 + 1,150 m2,Teras Katı,40 Yaşında,Merkezi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,470 TL,Batı,25.000 TL,Doğalgaz,,12.500 TL,,,,,
1842,Ankara,Çankaya,Emek,0-27561894,05-03-2023,1 + 1,65 m2,11. Kat,15 Yaşında,Kombi,12 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,320 TL,Doğu,1.500 EUR,Doğalgaz,,13.000 TL,Evet (Site Adı Belirtilmemiş),,,,
1843,Ankara,Çankaya,Güzeltepe,3101-2377,01-04-2023,3 + 1,155 m2,3. Kat,31 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,,,Boş,,"Kuzey, Doğu",,,,16.500 TL,,Uygun değil,,,
1844,Ankara,Çankaya,Yukarı Dikmen,3044-3933,10-04-2023,3 + 1,140 m2,Ara Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,2.000 TL,"Güney, Doğu, Batı",26.000 TL,Doğalgaz,Evet,13.250 TL,,,,,
1845,Ankara,Çankaya,İlkbahar,3420-9217,07-03-2023,3 + 1,130 m2,10. Kat,4 Yaşında,Merkezi (Pay Ölçer),28 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",16.500 TL,Doğalgaz,Evet,16.500 TL,Güney Park Konutları,,,,
1846,Ankara,Çankaya,Maltepe,1345-1934,05-04-2023,2 + 1,70 m2,Yüksek Giriş,40 Yaşında,Merkezi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,467 TL,,8.500 TL,Doğalgaz,,8.500 TL,,,,,
1847,Ankara,Çankaya,Tınaztepe,1468-10173,31-03-2023,1 + 1,55 m2,1. Kat,4 Yaşında,Yerden Isıtma,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,14.000 TL,Doğalgaz,Evet,14.000 TL,,,,,
1848,Ankara,Çankaya,Beytepe,114216-278,19-03-2023,1 + 0,20 m2,1. Kat,1 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",4.500 TL,Doğalgaz,,7.500 TL,,,,,
