,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
14523,Çankaya,Kırkkonaklar,5,250.0,4.0,Kombi,4.0,Uygun,Eşyalı Değil,3.0,4.5,0.154,2.3,1.1,1.1,2.5,1.7,4. Kat,4650000.0
14524,Çankaya,Sokullu Mehmet Paşa,3,100.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.2,0.111,2.3,1.5,1.6,1.5,2.0,Kot 1,1890000.0
14525,Sincan,Menderes,4,110.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.8,0.283,7.1,3.0,6.0,15.7,0.729,Yüksek Giriş,1245000.0
14526,Sincan,Plevne,4,125.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.1,0.192,0.988,0.764,0.758,8.2,2.1,1. Kat,1369000.0
14527,Yenimahalle,Demetlale,4,135.0,31.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.592,0.391,3.1,0.931,0.915,1.9,1.3,3. Kat,1050000.0
14528,Mamak,Akşemsettin,4,125.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,5.6,0.059,2.1,1.7,2.7,6.5,1.2,2. Kat,1279000.0
14529,Keçiören,Bağlarbaşı,4,110.0,25.0,Kombi,5.0,Uygun değil,Eşyalı Değil,1.0,0.702,0.08,1.2,1.2,1.2,4.0,2.0,Kot 2,1150000.0
14530,Keçiören,Yükseltepe,6,250.0,0.0,Merkezi,35.0,Uygun,Eşyalı Değil,2.0,4.0,0.012,1.6,3.3,3.2,0.843,1.6,2. Kat,5150000.0
14531,Sincan,Fevzi Çakmak,4,145.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.6,0.313,7.9,3.8,6.9,16.6,1.6,4. Kat,1399999.0
14532,Sincan,29 Ekim,4,145.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.1,0.069,7.4,2.3,6.1,15.7,0.576,3. Kat,2150000.0
14533,Altındağ,Battalgazi,4,130.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.7,0.048,1.9,3.6,3.6,6.4,3.6,3. Kat,1150000.0
14534,Sincan,Mareşal Çakmak,4,110.0,26.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,2.3,0.055,0.864,0.813,0.812,8.1,1.9,2. Kat,1330000.0
14535,Sincan,Mareşal Çakmak,4,120.0,23.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.7,0.131,0.436,0.445,0.626,8.5,1.4,1. Kat,1429000.0
14536,Keçiören,Bağlarbaşı,4,130.0,20.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,1.2,0.212,1.4,1.4,1.4,4.4,2.3,2. Kat,1265000.0
14537,Etimesgut,Fatih Sultan,5,200.0,0.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,2.0,2.4,0.159,6.5,1.5,3.0,0.643,2.0,1. Kat,6250000.0
14538,Keçiören,Etlik,5,150.0,7.0,Kombi,8.0,Uygun,Eşyalı Değil,2.0,2.6,0.113,1.9,1.0,1.0,1.1,1.2,8. Kat,3249000.0
14539,Etimesgut,Bağlıca,4,155.0,0.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,3.7,0.07,6.4,3.0,4.7,1.1,2.8,5. Kat,3750000.0
14540,Etimesgut,Yeni Bağlıca,5,185.0,5.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,6.3,0.497,5.9,4.8,6.7,3.4,5.6,2. Kat,4950000.0
14541,Çankaya,Sancak,4,135.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,5.2,0.135,2.9,0.778,1.4,2.3,0.657,2. Kat,3500000.0
14542,Pursaklar,Fatih,3,110.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.3,0.084,1.0,1.1,1.2,8.4,5.6,Giriş Katı,1050000.0
14543,Mamak,Cengizhan,6,260.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.7,0.199,0.883,1.9,1.8,5.4,2.2,3. Kat,2550000.0
14544,Yenimahalle,Turgut Özal,5,185.0,12.0,Kombi,8.0,Uygun,Eşyalı Değil,2.0,1.5,0.208,0.413,2.6,2.7,4.6,2.8,1. Kat,2800000.0
14545,Mamak,Demirlibahçe,4,135.0,30.0,Kombi,9.0,Uygun,Eşyalı Değil,1.0,0.179,0.05,1.6,0.35,0.331,1.9,2.5,3. Kat,1525000.0
14546,Çankaya,İşçi Blokları,2,102.0,15.0,Merkezi,13.0,Uygun,Eşyalı Değil,1.0,1.5,0.316,0.755,1.5,0.709,0.695,1.7,En Üst Kat,5025000.0
14547,Sincan,Tandoğan,4,120.0,23.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.3,0.243,2.2,2.1,2.1,11.1,2.3,Yüksek Giriş,1029000.0
14548,Keçiören,Uyanış,5,170.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.1,0.018,0.725,0.637,0.616,4.3,1.1,3. Kat,2100000.0
14549,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,4,185.0,11.0,Merkezi,11.0,Uygun,Eşyalı Değil,2.0,1.7,0.156,4.1,0.82,0.809,3.2,1.1,8. Kat,6500000.0
14550,Çankaya,Çiğdem,5,190.0,12.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,2.3,0.17,0.268,0.922,1.1,1.5,0.921,3. Kat,5650000.0
14551,Pursaklar,Fatih,3,100.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.7,0.121,0.81,0.891,0.925,8.7,5.9,Giriş Katı,795000.0
14552,Pursaklar,Mimar Sinan,4,125.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.7,0.119,2.2,2.2,0.755,6.5,3.7,3. Kat,1450000.0
14553,Çankaya,Keklik Pınarı,4,120.0,30.0,Kombi,10.0,Uygun,Eşyalı Değil,1.0,5.0,0.134,0.418,1.1,0.151,2.0,2.3,1. Kat,2440000.0
14554,Sincan,Ahi Evran,4,135.0,7.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,1.4,0.196,1.0,0.15,1.1,9.9,2.8,4. Kat,1850000.0
14555,Çankaya,Huzur,4,135.0,20.0,Kombi,7.0,Uygun,Eşyalı Değil,2.0,4.5,0.073,0.463,0.988,0.364,2.4,2.1,6. Kat,3650000.0
14556,Pursaklar,Yunus Emre,5,200.0,4.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,2.0,4.3,0.283,1.9,1.9,0.606,7.6,4.6,1. Kat,2280000.0
14557,Pursaklar,Merkez,5,180.0,10.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,2.0,5.5,0.09,0.751,0.826,0.887,8.5,5.6,2. Kat,2800000.0
14558,Mamak,Başak,4,120.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,6.9,0.118,1.9,5.3,5.3,8.7,5.6,2. Kat,1250000.0
14559,Pursaklar,Fatih,4,115.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.7,0.098,0.795,0.906,0.934,8.8,5.9,Kot 1,1225000.0
14560,Keçiören,Etlik,3,90.0,28.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.9,0.121,1.3,0.296,0.296,1.8,1.8,Kot 2,1050000.0
14561,Mamak,Boğaziçi,3,130.0,7.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.2,0.099,2.2,1.7,2.4,6.3,1.1,Yüksek Giriş,1400000.0
14562,Keçiören,Kuşcağız,4,135.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.2,0.075,0.983,0.716,0.636,2.3,1.0,Ara Kat,1590000.0
14563,Çankaya,Naci Çakır,4,110.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.6,0.225,1.1,0.392,0.399,1.8,1.7,3. Kat,1950000.0
14564,Sincan,Mustafa Kemal,4,140.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.6,0.114,6.9,3.3,5.9,15.6,1.1,Ara Kat,2000000.0
14565,Keçiören,Basınevleri,4,130.0,4.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı Değil,2.0,1.3,0.014,2.2,1.0,1.4,0.793,1.2,10. Kat,2839000.0
14566,Etimesgut,Alsancak,4,120.0,14.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.9,0.184,4.1,1.7,1.7,3.4,1.3,4. Kat,1689000.0
14567,Sincan,Malazgirt,4,130.0,14.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.1,0.063,1.4,1.3,1.3,10.3,1.6,1. Kat,1399000.0
14568,Mamak,Kartaltepe,6,200.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.0,0.084,2.6,0.839,0.841,3.4,4.1,Giriş Katı,1425000.0
14569,Sincan,Akşemsettin,3,115.0,18.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.8,0.015,0.832,0.488,0.477,8.5,2.2,Bahçe Katı,800000.0
14570,Altındağ,Feridun Çelik,4,140.0,4.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,5.4,0.106,0.719,4.8,4.8,7.5,4.5,1. Kat,1549000.0
14571,Altındağ,Beşikkaya,4,135.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,6.0,0.2,0.645,5.5,5.5,8.2,5.2,Yüksek Giriş,1050000.0
14572,Altındağ,Ulubey,4,150.0,2.0,Kombi,12.0,Uygun değil,Eşyalı Değil,2.0,3.7,0.061,1.9,2.8,2.8,5.5,2.6,1. Kat,1450000.0
14573,Keçiören,Etlik,3,125.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.9,0.138,1.2,0.593,0.593,1.8,1.8,Bahçe Katı,985000.0
14574,Mamak,Mutlu,4,120.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.7,0.185,0.653,1.6,1.6,3.9,3.1,Giriş Katı,1310000.0
14575,Çankaya,Şehit Cengiz Karaca,4,130.0,26.0,Kombi,8.0,Uygun,Eşyalı Değil,1.0,4.5,0.163,0.304,0.532,0.53,2.3,2.2,2. Kat,2450000.0
14576,Altındağ,Karapürçek,3,120.0,7.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,7.7,0.059,2.3,7.1,7.2,10.0,6.9,Kot 1,850000.0
14577,Keçiören,Atapark,7,260.0,8.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,1.9,0.106,1.8,1.2,1.0,2.3,1.2,5. Kat,2590000.0
14578,Keçiören,Ayvalı,4,135.0,13.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.3,0.173,1.6,2.1,2.1,1.4,1.6,3. Kat,2950000.0
14579,Sincan,Mareşal Çakmak,4,125.0,17.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.7,0.039,0.556,0.568,0.763,8.4,1.5,Ara Kat,1289000.0
14580,Mamak,Cengizhan,4,160.0,5.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,5.3,0.031,1.3,2.6,2.6,5.5,1.4,4. Kat,2380000.0
14581,Mamak,Akşemsettin,4,145.0,5.0,Kombi,3.0,Uygun değil,Eşyalı Değil,1.0,5.4,0.035,2.2,1.6,2.5,6.4,1.0,Giriş Katı,1450000.0
14582,Çankaya,Öveçler,6,250.0,24.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,3.2,0.307,1.3,1.4,1.5,2.1,1.8,3. Kat,3750000.0
14583,Etimesgut,Bağlıca,5,250.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,4.8,0.321,5.8,3.8,5.6,2.0,3.9,1. Kat,3500000.0
14584,Yenimahalle,İlkyerleşim,4,137.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.0,0.048,1.2,2.3,0.911,1.1,1.7,3. Kat,3040000.0
14585,Mamak,Şahintepe,7,320.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,3.8,0.127,1.2,0.899,0.894,4.8,2.6,3. Kat,2500000.0
14586,Çankaya,İlkbahar,7,275.0,8.0,Merkezi (Pay Ölçer),28.0,Uygun,Eşyalı,2.0,7.0,0.951,2.6,2.0,2.1,1.4,0.731,Zemin,6750000.0
14587,Çankaya,Sancak,4,130.0,25.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,4.7,0.104,2.8,0.427,1.1,2.5,0.474,Bahçe Katı,1295000.0
14588,Etimesgut,Tunahan,4,110.0,22.0,Merkezi,6.0,Uygun,Eşyalı Değil,1.0,0.655,0.053,4.6,2.6,2.6,6.9,1.2,3. Kat,1725000.0
14589,Çankaya,Yukarı Bahçelievler,4,150.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,0.268,0.081,2.4,1.0,1.0,1.5,1.3,3. Kat,6200000.0
14590,Yenimahalle,Ostim,4,140.0,5.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,0.622,0.094,1.2,1.5,1.3,1.5,1.6,Giriş Katı,1500000.0
14591,Çankaya,Emek,3,80.0,25.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,0.491,0.449,2.8,0.626,0.696,1.6,1.6,Yüksek Giriş,2450000.0
14592,Yenimahalle,Aşağı Yahyalar,5,160.0,0.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,1.3,0.375,1.9,1.0,1.7,2.9,2.3,8. Kat,3400000.0
14593,Sincan,Plevne,3,100.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.2,0.12,1.1,1.0,0.998,7.9,2.1,Ara Kat,1050000.0
14594,Çankaya,Öveçler,3,100.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.1,0.307,1.4,1.5,1.6,1.9,1.8,2. Kat,1590000.0
14595,Keçiören,Ayvalı,4,125.0,42.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.7,0.039,2.8,1.3,1.7,0.217,0.434,2. Kat,1550000.0
14596,Keçiören,Bağlarbaşı,4,130.0,8.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.2,0.095,1.3,1.3,1.3,4.5,2.4,1. Kat,1700000.0
14597,Mamak,Peyami Safa,3,110.0,10.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,1.9,0.298,2.2,1.0,1.0,2.9,3.6,Giriş Katı,630000.0
14598,Mamak,Misket,5,250.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.0,0.038,2.2,0.365,0.374,4.4,3.3,3. Kat,1670000.0
14599,Mamak,Fahri Korutürk,4,115.0,3.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,4.9,0.128,1.2,2.1,2.1,5.7,2.1,5. Kat,2100000.0
14600,Keçiören,Bağlarbaşı,3,105.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.786,0.01,1.2,1.2,1.2,4.1,2.1,Yüksek Giriş,949000.0
14601,Sincan,Mareşal Çakmak,4,125.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.8,0.211,0.863,0.872,0.995,8.1,1.5,3. Kat,1249000.0
14602,Keçiören,Ayvalı,3,98.0,0.0,Merkezi (Pay Ölçer),35.0,Uygun,Eşyalı Değil,2.0,1.7,0.115,2.7,0.92,1.4,0.403,0.359,10. Kat,4325000.0
14603,Çankaya,İlkadım,3,105.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.1,0.056,1.0,0.347,0.353,2.3,1.4,Yüksek Giriş,1850000.0
14604,Keçiören,Bademlik,4,135.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.087,1.0,0.924,0.792,4.9,1.7,3. Kat,1650000.0
14605,Çankaya,Cevizlidere,4,137.0,0.0,Merkezi,4.0,Uygun,Eşyalı Değil,2.0,3.7,0.072,0.882,1.5,1.3,2.4,1.2,2. Kat,3900000.0
14606,Keçiören,Yayla,3,75.0,11.0,Kombi,4.0,Bilinmiyor,Eşyalı Değil,1.0,2.9,0.111,1.2,2.1,2.1,0.57,2.3,Yüksek Giriş,1250000.0
14607,Yenimahalle,Demetevler,4,120.0,25.0,Kombi,6.0,Uygun değil,Eşyalı Değil,1.0,0.247,0.089,2.5,0.37,0.646,2.1,1.5,3. Kat,1310000.0
14608,Keçiören,Etlik,5,200.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.9,0.091,1.5,0.61,0.61,1.5,1.6,Ara Kat,2790000.0
14609,Mamak,General Zeki Doğan,4,130.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.6,0.145,0.762,0.792,0.782,4.4,3.1,En Üst Kat,1499000.0
14610,Çankaya,Yukarı Bahçelievler,4,135.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.819,0.065,2.3,0.191,0.461,1.3,1.8,3. Kat,3500000.0
14611,Çankaya,Umut,4,120.0,35.0,Kombi,4.0,Bilinmiyor,Eşyalı Değil,1.0,2.3,0.178,2.4,0.77,0.472,1.4,1.0,Giriş Katı,1550000.0
14612,Mamak,General Zeki Doğan,4,130.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.249,0.373,1.2,1.2,4.7,2.8,Yüksek Giriş,1449000.0
14613,Yenimahalle,Uğur Mumcu,4,125.0,26.0,Merkezi,5.0,Uygun,Eşyalı Değil,1.0,0.954,0.127,1.1,2.3,1.3,0.81,1.8,2. Kat,2080000.0
14614,Mamak,Karaağaç,4,180.0,4.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,3.8,0.14,2.8,1.4,1.4,5.4,3.3,4. Kat,1775000.0
14615,Çankaya,Bahçelievler,3,80.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.738,0.151,2.0,0.161,0.131,1.1,1.4,Giriş Katı,2925000.0
14616,Çankaya,Mustafa Kemal,3,100.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.499,0.089,2.4,1.2,1.4,1.6,0.708,Kot 1,2500000.0
14617,Pursaklar,Fatih,5,200.0,4.0,Merkezi (Pay Ölçer),16.0,Uygun,Eşyalı Değil,2.0,5.1,0.18,1.1,1.3,1.1,8.3,5.4,7. Kat,3350000.0
14618,Mamak,Akşemsettin,4,145.0,10.0,Kombi,12.0,Uygun,Eşyalı Değil,1.0,5.7,0.082,2.1,1.8,2.8,6.6,1.3,Kot 2,1565000.0
14619,Etimesgut,Piyade,4,130.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.6,0.189,2.7,0.75,0.793,4.6,1.8,2. Kat,2600000.0
14620,Çankaya,Birlik,5,200.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.4,0.077,3.1,0.283,0.274,2.3,0.918,1. Kat,2600000.0
14621,Çankaya,Tınaztepe,2,45.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,0.952,0.39,0.95,0.489,0.496,0.863,1.0,Yüksek Giriş,1950000.0
14622,Etimesgut,Yeşilova,2,70.0,3.0,Merkezi (Pay Ölçer),18.0,Uygun,Eşyalı Değil,1.0,1.6,0.169,2.2,1.9,1.9,7.2,1.0,10. Kat,1550000.0
14623,Mamak,Mutlu,3,110.0,16.0,Kombi,5.0,Uygun değil,Eşyalı Değil,1.0,3.8,0.124,0.322,1.4,1.4,4.3,2.9,Giriş Katı,1370000.0
14624,Keçiören,Kuşcağız,4,125.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.7,0.055,0.9,1.1,0.991,1.9,1.4,Kot 1,959000.0
14625,Çankaya,Emek,6,230.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,0.221,0.26,2.9,0.411,0.389,1.2,2.0,3. Kat,4850000.0
14626,Çankaya,Aşağı Öveçler,4,125.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,2.7,0.114,1.7,1.5,1.8,1.5,1.5,1. Kat,2149000.0
14627,Çankaya,Büyükesat,4,165.0,26.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.202,3.1,0.134,1.2,1.5,1.1,Giriş Katı,3150000.0
14628,Yenimahalle,Anadolu,4,130.0,10.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,0.767,0.069,1.9,1.1,1.0,2.0,1.3,2. Kat,1800000.0
14629,Çankaya,Aşağı Öveçler,5,170.0,6.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,3.1,0.236,1.3,1.4,1.7,1.8,1.3,Giriş Katı,3495000.0
14630,Etimesgut,Bağlıca,5,170.0,0.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,3.6,0.116,6.1,3.4,4.9,1.4,2.6,Ara Kat,4950000.0
14631,Sincan,Atatürk,4,130.0,21.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.6,0.145,0.475,0.462,0.549,9.4,1.4,1. Kat,1459000.0
14632,Etimesgut,Etiler,4,135.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.3,0.074,5.5,0.568,0.563,1.8,0.942,1. Kat,1875000.0
14633,Keçiören,Aktepe,4,120.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.3,0.098,1.3,1.2,1.2,4.6,2.6,3. Kat,1680000.0
14634,Çankaya,İlkadım,2,65.0,0.0,Kombi,3.0,Uygun,Eşyalı,1.0,4.1,0.156,1.3,0.615,0.623,2.2,1.2,Kot 3,1200000.0
14635,Pursaklar,Merkez,4,160.0,10.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,1.0,5.1,0.245,0.788,0.832,0.896,8.0,5.2,1. Kat,2200000.0
14636,Keçiören,Hisar,4,150.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.4,0.107,1.9,4.3,1.5,5.4,3.3,Yüksek Giriş,1540000.0
14637,Mamak,Hürel,4,180.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.8,0.085,1.6,1.1,1.3,3.6,4.1,1. Kat,1800000.0
14638,Yenimahalle,Esentepe,3,110.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.725,0.063,2.3,0.639,0.64,1.5,0.789,Kot 1,1350000.0
14639,Çankaya,Karapınar,8,350.0,12.0,Kombi,10.0,Uygun,Eşyalı Değil,3.0,4.2,0.088,0.899,1.9,1.3,3.1,1.7,Yarı Bodrum,3350000.0
14640,Etimesgut,Bağlıca,3,95.0,3.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,3.6,0.169,6.3,3.2,4.8,1.2,2.7,8. Kat,2890000.0
14641,Çankaya,Beytepe,5,190.0,0.0,Merkezi (Pay Ölçer),20.0,Uygun değil,Eşyalı Değil,3.0,5.8,0.249,2.8,0.625,0.534,3.0,1.7,Ara Kat,3990000.0
14642,Keçiören,Yükseltepe,5,220.0,7.0,Kombi,16.0,Uygun,Eşyalı Değil,2.0,4.5,0.069,1.0,3.7,3.7,1.3,1.8,14. Kat,4900000.0
14643,Çankaya,Mürsel Uluç,5,165.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.8,0.153,0.394,1.6,0.949,1.4,1.5,En Üst Kat,1799000.0
14644,Etimesgut,Atayurt,3,90.0,11.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,1.0,12.8,0.221,12.0,10.4,11.9,2.5,0.954,11. Kat,1550000.0
14645,Çankaya,Ata,5,210.0,0.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,4.4,0.155,0.561,0.805,0.488,2.5,2.0,Ara Kat,4800000.0
14646,Altındağ,Aydıncık,3,500.0,0.0,Isı Pompası,1.0,Uygun değil,Eşyalı Değil,1.0,15.7,0.35,9.4,12.0,12.2,15.4,7.7,Villa Katı,1300000.0
14647,Çankaya,Aşıkpaşa,4,133.0,18.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.7,0.09,2.5,1.2,1.2,2.1,1.7,1. Kat,2250000.0
14648,Çankaya,Oğuzlar,4,115.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.163,2.1,0.444,0.515,0.445,1.3,2. Kat,2300000.0
14649,Altındağ,Aydınlıkevler,4,130.0,2.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.0,0.075,2.2,0.538,0.547,2.4,1.6,Yüksek Giriş,2980000.0
14650,Etimesgut,Ahi Mesut,4,165.0,15.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,5.1,0.103,4.0,2.5,2.5,4.0,2.1,5. Kat,2000000.0
14651,Çankaya,Ümit,4,165.0,26.0,Merkezi,14.0,Uygun,Eşyalı Değil,2.0,0.793,0.183,5.1,1.8,1.8,4.4,0.705,11. Kat,4650000.0
14652,Keçiören,Aşağı Eğlence,4,105.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.1,0.256,2.3,0.157,0.727,0.782,1.6,Giriş Katı,1625000.0
14653,Mamak,Saimekadın,3,115.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.147,2.9,0.783,0.829,2.8,3.5,1. Kat,930000.0
14654,Çankaya,Yukarı Öveçler,4,150.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.3,0.104,1.4,0.889,1.3,0.989,0.923,1. Kat,3450000.0
14655,Çankaya,Mimar Sinan,4,135.0,9.0,Kombi,3.0,Uygun,Eşyalı,1.0,1.8,0.15,2.3,1.4,1.2,1.8,2.0,2. Kat,2250000.0
14656,Çankaya,Ata,5,210.0,0.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,4.4,0.155,0.561,0.805,0.488,2.5,2.0,Ara Kat,4800000.0
14657,Altındağ,Aydıncık,3,500.0,0.0,Isı Pompası,1.0,Uygun değil,Eşyalı Değil,1.0,15.7,0.35,9.4,12.0,12.2,15.4,7.7,Villa Katı,1300000.0
14658,Çankaya,Aşıkpaşa,4,133.0,18.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.7,0.09,2.5,1.2,1.2,2.1,1.7,1. Kat,2250000.0
14659,Çankaya,Oğuzlar,4,115.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.5,0.163,2.1,0.444,0.515,0.445,1.3,2. Kat,2300000.0
14660,Altındağ,Aydınlıkevler,4,130.0,2.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.0,0.075,2.2,0.538,0.547,2.4,1.6,Yüksek Giriş,2980000.0
14661,Etimesgut,Ahi Mesut,4,165.0,15.0,Kombi,9.0,Uygun,Eşyalı Değil,2.0,5.1,0.103,4.0,2.5,2.5,4.0,2.1,5. Kat,2000000.0
14662,Çankaya,Ümit,4,165.0,26.0,Merkezi,14.0,Uygun,Eşyalı Değil,2.0,0.793,0.183,5.1,1.8,1.8,4.4,0.705,11. Kat,4650000.0
14663,Keçiören,Aşağı Eğlence,4,105.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.1,0.256,2.3,0.157,0.727,0.782,1.6,Giriş Katı,1625000.0
14664,Mamak,Saimekadın,3,115.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.147,2.9,0.783,0.829,2.8,3.5,1. Kat,930000.0
14665,Çankaya,Yukarı Öveçler,4,150.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.3,0.104,1.4,0.889,1.3,0.989,0.923,1. Kat,3450000.0
