,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
14666,Gölbaşı,İncek,2,98.0,4.0,Merkezi (Pay Ölçer),21.0,Uygun,Eşyalı Değil,1.0,7.3,0.22,5.5,1.8,3.2,2.1,2.6,Kot 2,2250000.0
14667,Keçiören,Şefkat,4,150.0,31.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.471,0.218,2.3,0.253,0.267,2.6,0.814,Yüksek Giriş,1799000.0
14668,Çankaya,Ata,4,125.0,22.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.2,0.115,0.598,0.858,0.626,2.6,1.9,3. Kat,2650000.0
14669,Yenimahalle,Susuz,5,200.0,0.0,Merkezi,15.0,Uygun,Eşyalı Değil,2.0,4.8,0.327,5.8,5.8,5.3,9.6,2.4,Ara Kat,3750000.0
14670,Keçiören,Yayla,4,140.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.9,0.102,1.1,1.8,1.8,0.671,2.6,1. Kat,1695000.0
14671,Keçiören,Esertepe,4,190.0,2.0,Merkezi (Pay Ölçer),17.0,Uygun,Eşyalı Değil,2.0,2.3,0.161,1.2,1.7,1.6,1.3,1.9,3. Kat,3200000.0
14672,Etimesgut,Elvan,4,165.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.3,0.349,1.9,0.433,0.462,5.5,1.7,3. Kat,2535000.0
14673,Keçiören,Yükseltepe,4,145.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.5,0.127,0.438,3.9,4.3,2.0,2.2,3. Kat,1700000.0
14674,Keçiören,Etlik,4,140.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.034,1.4,1.0,1.0,1.5,1.8,3. Kat,2180000.0
14675,Çankaya,Harbiye,4,110.0,30.0,Merkezi,3.0,Uygun,Eşyalı Değil,1.0,2.4,0.109,2.1,1.8,1.9,1.8,2.0,Giriş Katı,1675000.0
14676,Mamak,Cengizhan,4,140.0,5.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,2.0,5.3,0.099,1.3,2.6,2.5,5.6,1.5,Kot 1,1690000.0
14677,Pursaklar,Merkez,4,125.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.8,0.235,1.5,1.6,0.907,8.1,5.1,3. Kat,1385000.0
14678,Sincan,Mareşal Çakmak,4,130.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.135,0.411,0.42,0.616,8.5,1.4,3. Kat,1399000.0
14679,Keçiören,Şefkat,4,155.0,0.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,0.968,0.037,2.8,0.853,0.861,3.0,0.265,1. Kat,3949000.0
14680,Keçiören,Etlik,5,250.0,0.0,Merkezi (Pay Ölçer),25.0,Uygun,Eşyalı Değil,2.0,2.2,0.073,2.2,0.856,0.856,0.951,0.915,5. Kat,5000000.0
14681,Pursaklar,Fatih,5,190.0,6.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı,2.0,5.3,0.072,1.0,1.1,1.2,8.4,5.6,1. Kat,2375000.0
14682,Keçiören,Sancaktepe,4,115.0,3.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.7,0.151,1.4,2.4,2.4,0.53,2.6,Yüksek Giriş,1529000.0
14683,Keçiören,Aşağı Eğlence,4,135.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.4,0.327,2.1,0.502,0.617,1.2,1.4,3. Kat,2099000.0
14684,Mamak,Fahri Korutürk,5,350.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.144,1.3,2.3,2.3,5.8,1.8,3. Kat,2600000.0
14685,Keçiören,Ayvalı,4,168.0,8.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,1.9,0.175,1.9,1.7,1.9,1.0,1.3,3. Kat,2900000.0
14686,Mamak,Şirintepe,4,135.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.1,0.131,1.3,1.2,1.2,5.1,2.3,2. Kat,1419000.0
14687,Çankaya,Bayraktar,6,250.0,21.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.8,0.117,2.9,0.676,0.934,1.7,1.2,Çatı Katı,4350000.0
14688,Keçiören,Bademlik,4,130.0,7.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.9,0.166,0.186,1.0,1.0,4.3,1.5,2. Kat,1499000.0
14689,Keçiören,Atapark,5,200.0,1.0,Merkezi (Pay Ölçer),18.0,Uygun,Eşyalı Değil,2.0,2.0,0.123,1.2,1.0,1.0,3.1,1.1,16. Kat,3750000.0
14690,Keçiören,Sancaktepe,5,190.0,8.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.7,0.097,1.6,2.6,2.6,0.264,2.2,2. Kat,2700000.0
14691,Keçiören,Esertepe,6,265.0,15.0,Kombi,3.0,Uygun,Eşyalı,1.0,2.2,0.106,0.364,1.5,1.5,1.4,2.2,En Üst Kat,1999999.0
14692,Çankaya,Ayrancı,4,130.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.3,0.035,2.4,1.0,1.3,1.1,1.2,3. Kat,3495000.0
14693,Keçiören,Ovacık,5,220.0,0.0,Merkezi (Pay Ölçer),20.0,Uygun,Eşyalı Değil,2.0,3.6,0.97,2.6,2.7,2.1,3.1,1.2,18. Kat,3575000.0
14694,Altındağ,Karapürçek,4,150.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,7.5,0.322,2.1,7.2,7.2,9.8,6.7,3. Kat,1120000.0
14695,Yenimahalle,Ata,4,155.0,11.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,1.7,0.336,3.8,1.5,0.681,10.1,1.7,3. Kat,2745000.0
14696,Pursaklar,Fatih,4,115.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.06,0.95,1.0,0.933,8.1,5.3,Yüksek Giriş,1390000.0
14697,Mamak,Mutlu,4,180.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.0,0.373,0.41,1.7,1.7,4.2,2.8,3. Kat,1650000.0
14698,Keçiören,Ovacık,5,210.0,0.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,2.0,3.9,0.42,2.9,3.1,3.0,2.4,0.275,15. Kat,4848000.0
14699,Keçiören,Sancaktepe,2,90.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.9,0.191,1.3,2.8,2.8,0.572,2.4,Kot 2,685000.0
14700,Mamak,Yeni Bayındır,4,150.0,4.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,8.9,0.212,0.594,2.1,6.1,10.0,2.7,10. Kat,1699000.0
14701,Keçiören,Hisar,4,130.0,0.0,Kombi,3.0,Uygun değil,Eşyalı Değil,2.0,6.4,0.471,1.0,4.9,2.4,6.1,3.9,Giriş Katı,1199000.0
14702,Keçiören,Aşağı Eğlence,5,185.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.1,0.115,2.1,0.147,0.782,0.731,1.8,3. Kat,4100000.0
14703,Gölbaşı,İncek,2,48.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,9.1,0.142,7.3,2.8,4.8,2.5,3.7,Yüksek Giriş,1550000.0
14704,Keçiören,Şehit Kubilay,5,165.0,6.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.2,0.186,0.988,2.6,2.6,1.1,2.5,2. Kat,2450000.0
14705,Yenimahalle,Çiğdemtepe,5,200.0,0.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,3.0,0.089,0.685,2.6,3.2,2.5,3.7,10. Kat,3249000.0
14706,Etimesgut,Piyade,6,235.0,6.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.6,0.101,3.0,1.0,1.1,4.3,2.0,3. Kat,2475000.0
14707,Mamak,Mutlu,4,135.0,7.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.6,0.088,0.547,1.4,1.3,4.1,3.1,1. Kat,2000000.0
14708,Keçiören,Yükseltepe,4,100.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.8,0.155,0.819,4.3,4.2,1.9,1.8,Kot 1,879000.0
14709,Çankaya,Cevizlidere,4,125.0,18.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,2.8,0.179,0.769,0.897,1.9,1.5,0.594,Yüksek Giriş,1800000.0
14710,Etimesgut,İstasyon,4,145.0,0.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,4.8,0.222,4.8,1.6,1.6,2.9,1.2,2. Kat,2750000.0
14711,Gölbaşı,Taşpınar,2,115.0,1.0,Merkezi (Pay Ölçer),25.0,Uygun,Eşyalı,1.0,9.7,1.1,5.6,4.1,3.7,4.0,3.5,7. Kat,3500000.0
14712,Çankaya,Yıldızevler,3,1.751,45.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,4.1,0.108,2.4,0.406,1.1,2.2,0.737,Yüksek Giriş,1650000.0
14713,Çankaya,Kırkkonaklar,5,250.0,9.0,Kombi,2.0,Uygun,Eşyalı Değil,3.0,4.0,0.179,2.3,0.906,1.3,2.3,1.9,2. Kat,3450000.0
14714,Çankaya,Gaziosmanpaşa,4,190.0,30.0,Merkezi,5.0,Uygun,Eşyalı,2.0,3.2,0.084,3.2,0.113,1.2,1.1,0.903,Ara Kat,6400000.0
14715,Mamak,Şahintepe,6,210.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.9,0.091,0.803,1.0,0.995,4.7,2.7,3. Kat,2100000.0
14716,Mamak,Türközü,5,200.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.134,2.0,1.8,1.8,2.7,2.6,En Üst Kat,2250000.0
14717,Altındağ,Baraj,5,165.0,7.0,Merkezi,7.0,Uygun değil,Eşyalı Değil,2.0,3.2,0.13,3.1,2.8,2.5,6.8,4.0,Kot 3,1000000.0
14718,Çubuk,Esenboğa Merkez,4,125.0,5.0,Kombi,3.0,Uygun değil,Eşyalı Değil,1.0,17.2,0.358,11.0,8.7,1.4,3.6,17.5,2. Kat,1350000.0
14719,Çankaya,Beytepe,7,430.0,0.0,Merkezi (Pay Ölçer),23.0,Uygun,Eşyalı Değil,5.0,5.2,0.18,2.7,1.3,1.2,3.5,2.4,Zemin,18500000.0
14720,Mamak,Balkiraz,3,90.0,35.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.1,0.067,2.1,0.452,0.616,2.9,3.6,Giriş Katı,935000.0
14721,Çankaya,İleri,3,115.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.639,0.115,1.2,0.551,1.1,0.599,1.2,2. Kat,2150000.0
14722,Pursaklar,Saray Fatih,5,170.0,0.0,Kombi,8.0,Uygun,Eşyalı Değil,1.0,9.3,0.167,3.2,3.6,3.5,6.9,9.5,5. Kat,2300000.0
14723,Keçiören,İncirli,4,100.0,30.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.2,0.385,1.0,0.638,0.638,1.7,2.2,Kot 2,825000.0
14724,Çankaya,Kırkkonaklar,4,210.0,5.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,4.8,0.282,1.4,1.8,2.0,3.2,2.5,Ara Kat,11750000.0
14725,Pursaklar,Yunus Emre,5,190.0,5.0,Merkezi (Pay Ölçer),12.0,Uygun,Eşyalı Değil,2.0,4.4,0.351,1.8,1.8,0.619,7.7,4.7,1. Kat,2280000.0
14726,Çankaya,Şehit Cengiz Karaca,7,300.0,13.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.6,0.184,0.354,0.499,0.451,2.2,2.3,4. Kat,5200000.0
14727,Çankaya,İlkbahar,4,115.0,3.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,6.8,0.796,2.8,2.3,2.4,1.6,1.1,9. Kat,3850000.0
14728,Keçiören,Güçlükaya,4,125.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.295,0.129,2.3,0.166,0.158,2.2,0.453,2. Kat,3450000.0
14729,Mamak,Küçük Kayaş,4,130.0,8.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,8.7,0.035,0.708,1.9,5.9,9.8,2.5,Çatı Katı,1080000.0
14730,Pursaklar,Mimar Sinan,5,185.0,2.0,Kombi,17.0,Uygun,Eşyalı Değil,2.0,5.9,0.056,0.067,0.014,0.113,8.5,5.9,12. Kat,3145000.0
14731,Keçiören,Bağlarbaşı,4,120.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.785,0.024,1.2,1.2,1.2,4.1,2.1,Kot 1,1150000.0
14732,Mamak,Başak,4,140.0,1.0,Yerden Isıtma,4.0,Uygun,Eşyalı Değil,2.0,7.6,0.102,1.9,5.8,5.9,9.4,5.8,Yüksek Giriş,1649000.0
14733,Etimesgut,Altay,4,115.0,30.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,1.0,1.2,0.142,4.4,0.76,0.747,4.8,1.2,11. Kat,1959000.0
14734,Keçiören,Sancaktepe,5,210.0,5.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,2.0,3.9,0.216,1.2,3.0,3.0,0.702,2.3,21 ve üzeri,3750000.0
14735,Sincan,Atatürk,4,130.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.5,0.106,0.19,0.203,0.484,9.1,1.5,Yüksek Giriş,1580000.0
14736,Sincan,Plevne,4,120.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,1.8,0.092,0.906,0.562,0.551,8.4,2.2,Ara Kat,1950000.0
14737,Mamak,Demirlibahçe,4,120.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.797,0.097,2.4,0.111,0.282,2.6,3.3,3. Kat,1850000.0
14738,Mamak,Kazım Orbay,5,190.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.3,0.164,1.8,1.3,1.3,2.8,3.1,2. Kat,1990000.0
14739,Çankaya,Dodurga,5,220.0,0.0,Merkezi (Pay Ölçer),19.0,Uygun,Eşyalı Değil,2.0,6.1,0.384,7.5,3.6,4.0,5.2,5.5,16. Kat,4800000.0
14740,Etimesgut,Bağlıca,5,200.0,6.0,Yerden Isıtma,9.0,Uygun,Eşyalı Değil,2.0,4.0,0.055,5.9,3.6,5.2,1.6,3.1,Ara Kat,5490000.0
14741,Etimesgut,Şehit Osman Avcı,4,138.0,4.0,Merkezi (Pay Ölçer),14.0,Uygun değil,Eşyalı Değil,2.0,0.757,0.173,4.3,0.685,0.698,4.0,1.4,12. Kat,3500000.0
14742,Sincan,Menderes,5,175.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.6,0.154,8.0,3.0,6.7,16.4,1.1,3. Kat,2100000.0
14743,Çankaya,Osman Temiz,5,180.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,4.8,0.03,1.0,0.429,0.431,1.6,2.0,2. Kat,3250000.0
14744,Etimesgut,Bağlıca,5,230.0,5.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,4.5,0.049,6.4,3.3,5.1,1.6,3.8,7. Kat,4990000.0
14745,Keçiören,Bağlum Güzelyurt,4,140.0,1.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,20.0,0.047,12.9,12.3,12.3,11.5,17.6,3. Kat,1550000.0
14746,Gölbaşı,Seğmenler,5,150.0,8.0,Kombi,7.0,Uygun,Eşyalı Değil,2.0,13.1,0.053,1.1,1.1,1.1,7.8,0.966,Yüksek Giriş,3000000.0
14747,Çankaya,Karapınar,4,145.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.0,0.031,0.196,1.5,0.61,2.3,2.3,1. Kat,3250000.0
14748,Çankaya,Maltepe,3,85.0,40.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.371,0.066,0.554,0.772,0.804,0.711,0.499,1. Kat,1500000.0
14749,Etimesgut,Yeşilova,5,194.0,0.0,Merkezi (Pay Ölçer),22.0,Uygun,Eşyalı Değil,2.0,1.7,0.247,3.0,1.4,1.3,5.9,0.215,7. Kat,4500000.0
14750,Çankaya,Keklik Pınarı,4,140.0,2.0,Merkezi (Pay Ölçer),3.0,Uygun,Eşyalı Değil,2.0,5.4,0.145,0.641,1.5,0.616,1.8,1.8,1. Kat,2965000.0
14751,Yenimahalle,İlkyerleşim,4,135.0,11.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,1.7,0.033,1.8,2.6,1.5,1.8,1.9,4. Kat,2275000.0
14752,Keçiören,Kanuni,5,200.0,0.0,Merkezi (Pay Ölçer),17.0,Uygun,Eşyalı Değil,2.0,2.5,0.442,1.4,1.5,1.5,3.2,1.6,10. Kat,3380000.0
14753,Gölbaşı,Yavrucuk,8,300.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,4.0,19.5,0.631,8.2,7.9,7.9,10.8,9.0,Bahçe Katı,7000000.0
14754,Gölbaşı,Taşpınar,2,123.0,0.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,1.0,10.2,0.832,5.5,3.9,3.7,3.6,3.4,Bahçe Katı,3100000.0
14755,Altındağ,Aydınlıkevler,4,104.0,1.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.7,0.06,1.6,0.106,0.1,3.0,1.6,3. Kat,2600000.0
14756,Mamak,Şahintepe,4,145.0,8.0,Kombi,3.0,Uygun,Eşyalı,2.0,3.9,0.07,0.727,1.1,1.1,4.8,2.7,1. Kat,3250000.0
14757,Çankaya,Yukarı Dikmen,5,175.0,25.0,Merkezi,9.0,Uygun,Eşyalı Değil,2.0,6.9,0.185,1.4,0.916,0.935,0.509,1.0,Yüksek Giriş,5000000.0
14758,Mamak,Fahri Korutürk,4,130.0,7.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.8,0.043,1.3,1.9,1.9,5.7,1.9,3. Kat,1500000.0
14759,Etimesgut,Topçu,4,135.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.9,0.095,1.4,1.0,0.818,5.8,2.3,4. Kat,1575000.0
14760,Yenimahalle,Işınlar,4,150.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.473,0.017,3.7,0.697,1.4,1.1,0.937,1. Kat,2650000.0
14761,Gölbaşı,İncek,6,320.0,7.0,Kombi,20.0,Uygun,Eşyalı Değil,2.0,9.1,0.048,7.3,2.8,4.8,2.4,3.7,En Üst Kat,5500000.0
14762,Çankaya,Mimar Sinan,3,95.0,1.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,1.0,1.4,0.232,2.0,1.4,1.5,1.5,2.1,7. Kat,2200000.0
14763,Çankaya,Keklik Pınarı,4,135.0,8.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,5.7,0.078,0.669,1.8,0.916,1.8,1.7,5. Kat,2900000.0
14764,Sincan,Mustafa Kemal,4,105.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.6,0.103,6.8,4.1,6.0,15.7,1.9,Yüksek Giriş,1395000.0
14765,Etimesgut,Yapracık,3,103.0,0.0,Kombi,13.0,Uygun,Eşyalı Değil,2.0,11.9,0.029,11.0,9.5,11.0,3.1,1.7,2. Kat,2300000.0
14766,Keçiören,Atapark,4,140.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.9,0.058,1.7,1.1,0.975,2.5,1.1,Bahçe Katı,1349000.0
14767,Etimesgut,Topçu,4,150.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.0,0.196,1.5,1.1,0.9,5.8,2.3,2. Kat,2100000.0
14768,Keçiören,Bağlarbaşı,4,120.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.602,0.272,1.6,1.2,1.3,3.6,1.5,1. Kat,1950000.0
14769,Çankaya,Alacaatlı,5,245.0,0.0,Merkezi (Pay Ölçer),18.0,Uygun değil,Eşyalı Değil,2.0,5.7,0.102,6.6,3.4,3.4,5.3,5.1,2. Kat,4975000.0
14770,Çankaya,Huzur,4,130.0,20.0,Merkezi,8.0,Uygun,Eşyalı Değil,1.0,4.6,0.029,0.452,0.971,0.317,2.4,2.1,2. Kat,2975000.0
14771,Yenimahalle,Burç,4,200.0,0.0,Kombi,15.0,Uygun,Eşyalı Değil,2.0,2.7,0.106,0.419,2.8,2.9,1.9,2.8,Zemin,2100000.0
14772,Çankaya,Yukarı Bahçelievler,4,100.0,38.0,Kombi,3.0,Bilinmiyor,Eşyalı Değil,1.0,0.6,0.209,2.5,0.826,0.924,1.7,1.4,2. Kat,2770000.0
14773,Etimesgut,Elvan,4,125.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.1,0.138,2.4,0.098,0.11,5.1,1.3,2. Kat,1549000.0
14774,Çankaya,Şehit Cevdet Özdemir,4,125.0,28.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,3.9,0.278,0.612,0.687,0.996,2.5,1.9,1. Kat,1685000.0
14775,Çankaya,Metin Oktay,4,100.0,30.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,1.9,0.078,2.1,0.705,0.523,1.6,1.2,Kot 2,1200000.0
14776,Etimesgut,Eryaman,3,100.0,35.0,Merkezi,5.0,Uygun,Eşyalı Değil,1.0,0.965,0.28,3.2,2.4,2.3,6.8,0.325,Ara Kat,1800000.0
14777,Etimesgut,Alsancak,3,71.0,0.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,5.0,0.169,4.2,1.8,1.8,3.4,1.3,Yüksek Giriş,1450000.0
14778,Keçiören,İncirli,4,125.0,14.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.8,0.121,0.269,1.3,1.3,2.0,2.0,1. Kat,1299000.0
14779,Çankaya,Sokullu Mehmet Paşa,4,200.0,14.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.5,0.197,2.0,1.6,1.8,1.6,1.9,3. Kat,3950000.0
14780,Pursaklar,Mimar Sinan,4,120.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,5.7,0.093,0.278,0.353,0.419,8.5,5.8,3. Kat,1670000.0
14781,Mamak,Kutlu,4,125.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.9,0.23,1.2,0.89,0.882,3.5,3.6,1. Kat,1550000.0
14782,Çankaya,Kavaklıdere,3,80.0,38.0,Merkezi,5.0,Uygun,Eşyalı Değil,1.0,1.2,0.212,1.1,0.154,0.239,1.2,1.2,Kot 1,1100000.0
14783,Çankaya,Metin Oktay,4,145.0,30.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.0,0.092,2.2,0.761,0.55,1.7,1.2,En Üst Kat,1650000.0
14784,Çankaya,Aşıkpaşa,5,215.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.5,0.177,2.2,1.8,1.6,2.5,2.2,En Üst Kat,3250000.0
14785,Keçiören,Gümüşdere,4,125.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.608,0.201,2.0,0.692,0.707,1.4,1.8,1. Kat,890000.0
14786,Etimesgut,Şeyh Şamil,4,125.0,26.0,Merkezi,4.0,Uygun,Eşyalı,1.0,1.6,0.256,4.8,3.4,2.4,7.9,1.4,3. Kat,1690000.0
14787,Yenimahalle,Demetevler,4,130.0,40.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,0.472,0.141,2.5,0.603,0.891,2.2,1.5,6. Kat,1300000.0
14788,Gölbaşı,Taşpınar,3,95.0,1.0,Merkezi (Pay Ölçer),6.0,Uygun,Eşyalı Değil,2.0,8.5,0.164,4.6,2.9,2.9,3.3,2.4,5. Kat,2350000.0
14789,Keçiören,Adnan Menderes,4,135.0,0.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,1.0,0.306,0.126,0.269,0.412,0.401,3.9,1.5,8. Kat,3475000.0
14790,Çankaya,Birlik,5,180.0,19.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.3,0.068,3.0,0.383,0.377,2.1,1.1,Kot 1,2200000.0
14791,Keçiören,İncirli,6,250.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,3.0,1.7,0.104,0.224,1.4,1.4,2.0,1.9,3. Kat,2975000.0
14792,Yenimahalle,Çiğdemtepe,7,300.0,10.0,Kombi,6.0,Uygun,Eşyalı Değil,2.0,3.3,0.076,0.413,3.1,3.6,2.0,3.1,Teras Katı,1720000.0
14793,Etimesgut,Ayyıldız,4,165.0,7.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.0,0.305,2.1,2.0,1.9,5.5,3.2,4. Kat,2850000.0
14794,Yenimahalle,Ragıp Tüzün,5,160.0,25.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.421,0.068,2.8,0.338,0.512,1.2,0.262,4. Kat,2000000.0
14795,Keçiören,Bademlik,4,145.0,16.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.94,0.063,0.801,0.564,0.461,4.8,1.5,2. Kat,1600000.0
14796,Sincan,29 Ekim,4,150.0,4.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.5,0.156,6.8,2.4,5.6,15.2,0.126,3. Kat,1650000.0
14797,Mamak,Bahçelerüstü,6,250.0,11.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,1.6,0.13,1.7,0.912,1.1,3.4,4.0,4. Kat,2100000.0
14798,Gölbaşı,Kızılcaşar,4,150.0,0.0,Kombi,2.0,Uygun,Eşyalı Değil,2.0,8.1,0.28,4.5,1.3,2.0,1.6,0.606,2. Kat,4500000.0
14799,Gölbaşı,Tulumtaş,5,172.0,0.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,13.9,0.904,12.2,7.9,10.0,7.2,8.7,Bahçe Katı,4845000.0
14800,Yenimahalle,Ergazi,3,85.0,4.0,Merkezi (Pay Ölçer),12.0,Uygun değil,Eşyalı Değil,1.0,0.914,0.046,3.1,0.828,0.827,2.7,1.0,10. Kat,3000000.0
14801,Çankaya,Huzur,4,145.0,23.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.5,0.017,0.399,1.4,0.714,2.7,2.0,3. Kat,1950000.0
14802,Çankaya,Kırkkonaklar,5,220.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,4.7,0.095,1.9,1.4,1.4,2.8,1.9,1. Kat,3150000.0
14803,Çankaya,İlkbahar,5,210.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.6,0.195,2.5,1.1,1.9,1.5,1.4,3. Kat,3600000.0
14804,Altındağ,Karacaören,3,105.0,10.0,Kombi,15.0,Uygun,Eşyalı Değil,1.0,5.2,0.214,2.5,3.7,2.9,8.8,6.0,14. Kat,940000.0
14805,Sincan,Fevzi Çakmak,5,145.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.2,0.481,8.6,4.0,7.4,17.1,1.9,2. Kat,2200000.0
14806,Altındağ,Örnek,3,80.0,51.0,Kombi,4.0,Uygun değil,Eşyalı Değil,1.0,0.575,0.14,1.2,0.228,0.211,1.5,2.6,4. Kat,720000.0
14807,Altındağ,Karapürçek,4,130.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,8.5,0.106,1.3,6.5,7.1,10.6,6.6,3. Kat,1290000.0
